name,AOI_Points
金山星辰绿地广场,"121.09095949029674,31.173672778433566;121.09475968701415,31.173686725412377;121.09493067896607,31.173569804881673;121.09492080810637,31.172365422889143;121.09446686181185,31.17241135171759;121.09397693988763,31.172376333096423;121.09322808583474,31.172259367000954;121.09275320142743,31.172099451609252;121.09243428717674,31.171972526687917;121.09233831217901,31.171956539122064;121.092268324379,31.17199152443243;121.09224132820552,31.17201851178512;121.09223032415403,31.172076482389997;121.09224131747273,31.17211746066251;121.09231629266944,31.172177425820134;121.09239427119668,31.17220940583787;121.09301910137604,31.17250224064862;121.09305707930146,31.17262917509095;121.09292008899894,31.17280508491752;121.09283109160478,31.17294801222912;121.09279408904214,31.173043963384423;121.09279608773382,31.17305295871423;121.09267010088523,31.17318589282782;121.0923891604782,31.173224882123836;121.09216621551641,31.173204903485214;121.09198626584447,31.17314694461563;121.09182331354596,31.173096982343576;121.09173433778815,31.17308799433542;121.09165136110227,31.17307600775899;121.0916003755579,31.173069016002547;121.09145041717103,31.173065032861764;121.0913834401,31.17302306158899;121.0913434582579,31.172964096388938;121.09135145896431,31.172934110934598;121.09139446874823,31.172743204773354;121.09135948864501,31.172652255584165;121.09129252459556,31.172502340571235;121.09130853211377,31.172390396592824;121.09139454448082,31.17206955313499;121.09136456623153,31.171945620597096;121.0912196448227,31.171612809703333;121.09083875816084,31.17161285981354;121.09081776288203,31.171630853476813;121.0908146593931,31.17256037249289;121.09082254707629,31.17353286965451;121.0908495297896,31.1736128246331;121.09095949029674,31.173672778433566;"
朱泾镇新时代文明实践广场,"121.42828176795922,31.620846587135524;121.42829118411434,31.62084049928382;121.42830170193149,31.62083631285592;121.42831292071978,31.62083432733498;121.4283242394844,31.620834541945676;121.42833525755918,31.620836956171367;121.42834567444535,31.62084156962238;121.42835488916951,31.62084808152157;121.42864054209986,31.62111325181936;121.42864534938646,31.62112185807222;121.42864755221869,31.621131460932812;121.42864695033073,31.621141260140238;121.42864374412194,31.621150555957687;121.42863793366602,31.621158548385424;121.42862731519274,31.621166134556606;121.42838920601379,31.62129632558844;121.42837688504088,31.621301709658223;121.42836396321202,31.621305592958155;121.42835074104563,31.621307775877025;121.42833731871698,31.621308158544394;121.4283238965515,31.621306841219138;121.42831077504668,31.621303824288297;121.42829825469127,31.621299208139714;121.42798735441266,31.621155908907266;121.42797683773564,31.62114929546193;121.42796962679594,31.621139286245988;121.42796712348722,31.62113038304877;121.42796742481724,31.62112108343579;121.42797053069691,31.621112387407578;121.4279783443781,31.621102897398536;121.42828176795922,31.620846587135524;"
车镜公园,"121.23065793300752,30.83668896136282;121.23024670392233,30.836681092582015;121.23030149797968,30.834749595970113;121.23241277590677,30.834731431892013;121.23243093100156,30.83543237041507;121.2324426014124,30.836675451088034;121.23065793300752,30.83668896136282;"
张堰公园,"121.2795610676142,30.80495516341445;121.2801441401239,30.805533385104503;121.27994722016493,30.8057704804818;121.2798273931739,30.805874559971596;121.27969658234151,30.805977652077395;121.27940281389422,30.806098217979308;121.27927669512763,30.80618960980586;121.27918033162125,30.806279968470374;121.27903852789662,30.806464026414883;121.2789097029088,30.806666059531743;121.27864830663988,30.80643457643397;121.27850404457209,30.806100118748905;121.27845435098068,30.80567090798762;121.27900916281988,30.80530689128579;121.27926139812688,30.80517807927659;121.27941008680217,30.805043485534163;121.2795610676142,30.80495516341445;"
金水湿地公园,"121.30529692700448,30.832159905198647;121.30540667911048,30.832300614057022;121.30555835530913,30.832311319037082;121.3070841046489,30.832200441133445;121.3085030580478,30.83216266792162;121.30870662835282,30.832075313548046;121.3096696357409,30.83120788705836;121.31055578246142,30.830556468889725;121.31081524903915,30.8302751027047;121.31112562722579,30.829775756789516;121.3112973034305,30.829316670055327;121.31135123231812,30.828885808253446;121.31122252617297,30.828755147977834;121.3108563175765,30.828787879165432;121.31043323288219,30.828802734007112;121.3098574823211,30.82877891694138;121.30901431635982,30.828656686990612;121.30840963102784,30.828532967385694;121.30768720465338,30.828329517478988;121.30693484840883,30.828025171354604;121.30618050113586,30.827632864783997;121.30606475240793,30.827585115922478;121.30587015898848,30.82766544352142;121.30568550737598,30.828091548854083;121.30559665121277,30.82852746402047;121.30557265678756,30.828973249111055;121.30558350762158,30.830223496109284;121.30551657499693,30.83097918074431;121.30529692700448,30.832159905198647;"
亭林公园,"121.30784216097057,30.884711866530477;121.30740490945105,30.8846260323354;121.30739323482074,30.884622656025574;121.30738365598243,30.884615078228364;121.30737786920436,30.88460439515542;121.30737647286409,30.884595302989897;121.30737777072605,30.884586205809605;121.30749473082649,30.8844207831028;121.30750201591289,30.884409975741573;121.30750870231692,30.88439876972491;121.30751488982368,30.884387164867945;121.30752047862534,30.884375461183375;121.30752546874578,30.884363358844247;121.3075299599542,30.884351057550212;121.30753375268127,30.884338557672596;121.30775044265329,30.883539613081886;121.30780343775012,30.88340689042698;121.3078094255186,30.88339718481804;121.30781720931157,30.883388875046418;121.3078264897606,30.883382161554476;121.30783686769044,30.88337754480098;121.3078479439637,30.883375025531205;121.30785931942593,30.883374804376132;121.30787059493927,30.883376882082242;121.30825605518204,30.883472704213787;121.3084989237391,30.883553400963027;121.3085097998908,30.88355747813367;121.30851957827109,30.883563656160085;121.30852805934047,30.88357153564706;121.30853484397724,30.883580917462737;121.30853973263669,30.88359150215669;121.30854242600128,30.883602790579484;121.30854292410154,30.883614382962087;121.30851446710794,30.883877185151363;121.30846094296395,30.88443966185848;121.30846004399697,30.884452456178437;121.30845934459724,30.884465250124187;121.30845884476578,30.884478043693;121.30845854450178,30.88449083688771;121.30845844380526,30.884503629705822;121.30845854266957,30.884516522090927;121.308458841109,30.884529314158858;121.30846093339252,30.884573884537982;121.30845963538046,30.884585380358402;121.3084561421499,30.88459648053876;121.30845065331076,30.884606585050065;121.30844316887782,30.88461549400641;121.30843418779764,30.884622806698456;121.30842400944488,30.884628222735444;121.30841293317646,30.884631641610646;121.30836284068398,30.88464432854681;121.30835086633707,30.88464794898377;121.30833959035452,30.884653267126193;121.30832921231391,30.884660182657267;121.30832013135156,30.88466869482807;121.30831234748891,30.884678503810957;121.30830616010057,30.88468930921832;121.30830156919315,30.88470101110731;121.30827701540132,30.88479730178406;121.30784216097057,30.884711866530477;"
顾公广场,"121.40628575126884,31.358790608769414;121.40565450361217,31.358483415279885;121.40613276919098,31.357810852379828;121.40676803762614,31.35808417189634;121.40628575126884,31.358790608769414;"
鲁堰村村民公园,"121.29955818315604,30.81021993544755;121.2995484024479,30.810225948714347;121.2995376239599,30.810229964786814;121.29952634668777,30.810231882873943;121.2995148700321,30.810231602521515;121.29950369297894,30.81022912288344;121.29949321470929,30.810224543227545;121.29948383439215,30.81021806276429;121.29891403846177,30.809705111066886;121.29890685373125,30.809697327476997;121.29890176491148,30.809688041200506;121.29889907134049,30.80967785140114;121.29889887277793,30.809667157689496;121.29890136873281,30.8096568592298;121.29890625976323,30.809647456245735;121.29891334621176,30.809639548739106;121.29925478653593,30.809318252040626;121.29926356935218,30.809311940704116;121.2992734497393,30.809307726342567;121.2992839287068,30.809305609798415;121.29929470683324,30.80930589141065;121.29930518535107,30.809308372302436;121.29931486528233,30.809312953374114;121.29932334744467,30.809319535356053;121.29988255434621,30.809898661854557;121.29988914011734,30.809906945984828;121.299893330632,30.809916633423285;121.29989512595851,30.809927024563024;121.29989432655358,30.80993762002241;121.29989103229165,30.80994762007744;121.29988534301657,30.809956524834593;121.2998776579636,30.80996383388967;121.29955818315604,30.81021993544755;"
滨海公园,"121.90641822126211,30.974921582097142;121.90643622047223,30.974918376207803;121.90645821987786,30.97490877238604;121.906467020002,30.974899574054568;121.90653982200845,30.97480719743533;121.9066638228051,30.974679219038546;121.90670782247689,30.974640022788478;121.90702861216508,30.97442720337213;121.90712780893043,30.97434720474149;121.90729420531142,30.974171230841467;121.90737830716513,30.974021769653852;121.90738350731822,30.974011823080687;121.90738820754048,30.974001596916253;121.90739240782968,30.973991141130604;121.90739590820696,30.97398046581502;121.90739890864809,30.973969610848552;121.90740130916055,30.973958616256493;121.90740941132029,30.973915328202583;121.90741341523432,30.97385296354714;121.90740142066139,30.973793005231894;121.90738802395387,30.973765738041557;121.90738312507544,30.973756925687884;121.9073775262335,30.973748603378933;121.90737102744333,30.973740851163413;121.90736392866772,30.973733738853472;121.90727344347506,30.97365155158745;121.90715585890307,30.973590843897966;121.9069638794975,30.97353656624771;121.90690548614364,30.97350940945575;121.90686629091071,30.97348544179497;121.90683989473817,30.973459869174597;121.90682199842526,30.973426607251735;121.9068175994705,30.97341641535747;121.90681480043531,30.973405643081577;121.90681300125941,30.973395789799703;121.9068121020995,30.973384736826183;121.90681320278911,30.97337368294272;121.90681830431497,30.973346346985664;121.90795362232657,30.970032579417545;121.90804962011484,30.969885417654748;121.9081712105756,30.969783015045827;121.90861036616685,30.969466966868914;121.90862556500402,30.96944856948707;121.9086336646811,30.96943465334041;121.90863696496558,30.969423268332026;121.90863836779147,30.969381402630155;121.90863917204251,30.969321438101584;121.90866197548208,30.96922255468536;121.90866507569508,30.969212578938624;121.90866937566881,30.969203112220953;121.90867497537533,30.969194314378726;121.90869037431229,30.9691734982807;121.9087075723629,30.969160476498722;121.9087173711208,30.96915476445321;121.90872816952312,30.969151510372736;121.90875356550684,30.969147078821933;121.90877676180777,30.969143068219843;121.90879275991846,30.969131066423504;121.90880715893968,30.969110270779822;121.90881755882643,30.969087078813782;121.90890955311153,30.968943112985993;121.9089375523635,30.96888473201946;121.9089687497027,30.968843938651005;121.90900794534762,30.968805539212656;121.9090583383598,30.968773529420222;121.90911512974056,30.96874551340076;121.90916472210951,30.968720699483928;121.90919271818994,30.968700695161235;121.9092247130984,30.968685485589877;121.90933029477489,30.968651044198552;121.90940787974229,30.96864220355878;121.90949186160223,30.968653346825885;121.90950785808745,30.968655735819116;121.90957984167012,30.968672482542793;121.90965742198412,30.96871361102285;121.90972420393318,30.968760742202864;121.9097797877148,30.968813876438034;121.90981977600217,30.96885142943493;121.90985656505292,30.96888738528145;121.90991894705819,30.9689385161454;121.90997972924278,30.968989647814528;121.91005170983632,30.969023982334793;121.91012049123134,30.969054321001515;121.9101812749807,30.969075869750117;121.91022446362575,30.969087035700195;121.91030124367266,30.96910057870538;121.91035882937972,30.96909894281187;121.91048999611367,30.969096459689474;121.91062436167238,30.96908671794384;121.91063445912417,30.969084932393166;121.9106439568816,30.96908110844867;121.9106619527887,30.96907156233524;121.91068094888844,30.969055539415464;121.9106909469878,30.969044939165123;121.9106983459282,30.969032341815662;121.91071474428144,30.968994773440315;121.9111787261751,30.96748496339713;121.91386465034954,30.960026673499666;121.91386765022068,30.960012839291835;121.9138668517353,30.95999871837601;121.91386425398338,30.959985018685945;121.9138615559737,30.95997491693109;121.91385715864033,30.959965396225233;121.91385236140901,30.959956685362705;121.91384646463669,30.959948065347362;121.91383906840016,30.95994064584417;121.91382157705785,30.959925888993478;121.91379598909441,30.959911518525235;121.9137632039979,30.959898752948355;121.9135504957831,30.95985894938337;121.9128275877086,30.959757980523186;121.91277960604589,30.959752500802697;121.91276851018851,30.959752219512186;121.91275751412633,30.959753866986027;121.9127474176621,30.95975629329665;121.912737221139,30.95975979903368;121.91272792412491,30.959765162963958;121.91271972666634,30.95977094579595;121.91271182897788,30.95977812755797;121.91270583044836,30.959786986858052;121.91269283310909,30.959812451587275;121.91267443567219,30.959862835536363;121.91263564360446,30.95993802020505;121.9125436672203,30.96005482030858;121.9123165338508,30.960221291702883;121.912102200064,30.96030939799953;121.911939851144,30.96034629486318;121.91183508568531,30.960342373283666;121.91171032754617,30.960320076523463;121.91162395748896,30.96028735790308;121.9114584151731,30.96020832265015;121.91137204579704,30.960154015910494;121.91123369710728,30.96003018663028;121.91114573374776,30.95989672751064;121.9110945607585,30.959748051895147;121.9110697764388,30.95964413123525;121.91105378436889,30.959603366650786;121.91104078951982,30.959585756117736;121.91103289247071,30.959577166677043;121.91102339571431,30.959570477188088;121.91100180279426,30.959558629055397;121.9107130873935,30.959494532656564;121.91070249044061,30.959491921307546;121.9106919934948,30.959488830173544;121.91068159655592,30.959485269249736;121.91067139959664,30.959481248463145;121.91066140261691,30.959476767813484;121.91065160561655,30.959471847290725;121.91064210856806,30.95946648682699;121.91063281149736,30.959460706477806;121.9106237144042,30.95945450624415;121.9105611344926,30.959409414780364;121.9105527373998,30.959400625606413;121.91054434070118,30.959387039307188;121.91052474851219,30.95935387214352;121.91051445396245,30.95932011918914;121.9105115557104,30.959308028356435;121.91050985716971,30.959295696877696;121.91050945830385,30.95928325460865;121.91051045907653,30.95927084140058;121.91057158155101,30.95881056731825;121.91056598834058,30.958746609416426;121.9105688899035,30.9587188541568;121.91057089035702,30.95870719982807;121.91057419044397,30.958695874440632;121.91057889012728,30.958685027837507;121.91063958432323,30.958564270004867;121.91072997156262,30.95842989026356;121.91079076175828,30.958351496454682;121.91082435846869,30.95828191555109;121.91083645817066,30.95824614884017;121.91083935824362,30.958235853057882;121.9108414585527,30.958225347941934;121.91084255914731,30.958214693592172;121.9108426600191,30.958203989947684;121.91084176116226,30.95819331696069;121.91084056232361,30.958183403721296;121.91083886368271,30.958172761257238;121.91083636524715,30.958162279238103;121.91083316698598,30.95815199757054;121.91082916892056,30.958141966293972;121.91082457099212,30.95813224523512;121.91081087692828,30.958106000234622;121.91080587903127,30.958097158913333;121.91080038123904,30.958088657724655;121.91079438355204,30.958080506661414;121.91078788596442,30.95807275569271;121.91078088847533,30.958065414812804;121.91077339108108,30.958058523997646;121.91076559372485,30.95805211309217;121.91075729645644,30.958046212214274;121.91074869922303,30.958040821228874;121.91066762483965,30.95799339401055;121.9104548856554,30.957926375206423;121.9100174039416,30.957784343269694;121.90996621777258,30.957760390117528;121.90993462664642,30.957740821841796;121.9099011370177,30.957707992682817;121.90989154043505,30.95769317762601;121.90988504340774,30.957675292462767;121.90987504835356,30.95764331796503;121.90987465070151,30.9576165343156;121.90987825346595,30.957574157526608;121.9098914533929,30.95753976989959;121.90991425113783,30.95750537621946;121.9101593174938,30.957228406670854;121.91016461704206,30.95721878904204;121.91016901726077,30.95720379522182;121.91016721874222,30.95719140382545;121.91015762219024,30.957177818162243;121.91015342338314,30.957175572210996;121.91013332836121,30.957173306477646;121.90990218390081,30.95715047717509;121.9053820291533,30.95679373050538;121.90523112981948,30.956783735336483;121.90521972977965,30.956783509864113;121.90520842964557,30.956784353698882;121.90519732941932,30.956786236822172;121.90518632910127,30.956789159270727;121.90517572869615,30.956793090948892;121.90516552820642,30.95679800187571;121.90515582763875,30.956803842043698;121.90514742710386,30.956809381893283;121.90513842646101,30.956816101253832;121.9051300257491,30.956823669867795;121.90512252497598,30.956832037652234;121.90511582415037,30.956841114700385;121.90511002328012,30.956850811030638;121.9051053223772,30.9568610266282;121.9051016214494,30.95687166159288;121.9037687972678,30.961386711652814;121.90038818436234,30.973233043920988;121.90035336893004,30.973332967479077;121.90035056755596,30.97334283183345;121.90034866638034,30.97335295593166;121.90034786545986,30.973363209830737;121.90034816480295,30.97337348359714;121.9003495644159,30.97338367729052;121.9003519642838,30.973393670993826;121.90035536441209,30.973403374762277;121.90035976480975,30.973412658673357;121.90036516548135,30.973421442773834;121.90040477081529,30.973479583252992;121.9004111717336,30.973488077403562;121.90041817283219,30.973496021815023;121.90042577411303,30.973503376511133;121.9004339755783,30.973510071533777;121.90044267720887,30.97351606691745;121.90045187900664,30.973521322686253;121.90046148094744,30.973525818862328;121.90047148303547,30.973529505475614;121.90048168522421,30.97353236256043;121.90116752298121,30.97369432207116;121.90160507900019,30.973797637466774;121.90179629939881,30.97384159615736;121.90227317719929,30.973955382262304;121.90233630536078,30.973970279757424;121.90240998466071,30.97398738339243;121.90247800299984,30.97400335868512;121.90253488976994,30.974017167561925;121.90280566996807,30.974081085741407;121.9029893884943,30.974123514997427;121.90333367879107,30.974203027578387;121.9038781149117,30.974328797371086;121.90413486673833,30.974390821708504;121.90434254394955,30.974440985595045;121.90470094170563,30.974523616709597;121.9049939432272,30.974593272323084;121.90504973311533,30.974605444969217;121.90559053349581,30.974732365945606;121.9059213506911,30.974807589108682;121.90598011785302,30.97482095708952;121.90612252013662,30.974855277595935;121.90612254013517,30.974855287581686;121.9061225401358,30.974855277587736;121.9063908928946,30.974919705041906;121.90639762241595,30.97492132116799;121.90641822126211,30.974921582097142;"
贸中广场,"121.46786267413412,31.224090382178996;121.46786217150387,31.2241017755164;121.46786397626403,31.22411307530763;121.46786798814833,31.224123681553344;121.46787420718317,31.22413329439152;121.46788223213213,31.224141412939794;121.46789176205942,31.224147736502175;121.46790229536998,31.22415216373058;121.46869400772562,31.224482317175756;121.46870514332548,31.224485346881693;121.46871658009812,31.22448617844783;121.46872801708199,31.224484711079604;121.46873885232007,31.224481143004546;121.46874888516588,31.22447547366047;121.46875751365089,31.22446800122801;121.46876453710955,31.224458925053547;121.46906565957673,31.223900725554135;121.46906887084329,31.22389093907261;121.46906957406047,31.223880545849408;121.46906766881943,31.22387044518765;121.46906315508637,31.223861036902246;121.4690565344088,31.22385312202682;121.46904810773411,31.223847001267185;121.46903827628603,31.223843475375375;121.46880503045973,31.22376515910971;121.46863468636295,31.22371130806432;121.46817281520504,31.223562388953468;121.46803076284715,31.223528009480827;121.4680202292693,31.223526081069714;121.4680094948343,31.22352655099311;121.46800761877759,31.223527065536665;121.46800618405322,31.223528490886803;121.46799938152748,31.22353664819572;121.46799298020177,31.223545766176674;121.46798864565743,31.223553100730985;121.46798702020078,31.22355587492734;121.46798504351908,31.223559777626367;121.4679814313032,31.223566954262647;121.46798046801455,31.22356922053676;121.46797909331288,31.223572535181226;121.46797628373226,31.22357901437262;121.46797156745465,31.22359205522932;121.46796928950928,31.223599285552588;121.46796719218237,31.22360606658523;121.46796326826866,31.223621058743607;121.4679384294364,31.223724501864456;121.46793406394964,31.223741311957202;121.46786267413412,31.224090382178996;"
金山公园,"121.1572819563321,30.894875653643425;121.15727113499021,30.89487403396417;121.15726091505378,30.894870116743608;121.1572518977097,30.894864003067006;121.15724438351522,30.894856093277433;121.15723887344834,30.89484658821336;121.15723566804026,30.89483618804807;121.15723476724443,30.894825392493598;121.1573761777017,30.893419164412688;121.15737958542086,30.893408876777332;121.1573849970273,30.893399592386455;121.15739241248536,30.893391711012917;121.15740133075367,30.893385731416917;121.15741135100944,30.893381952665568;121.15742207245489,30.89338037399559;121.15743279367084,30.893381293900504;121.157902622397,30.89344185634901;121.15880360568784,30.8935831049929;121.15881442713902,30.89358482484962;121.15882444676078,30.893589041740697;121.15883336398952,30.893595355313888;121.15884057764278,30.893603564525602;121.15884568696566,30.893613168889672;121.1588485918031,30.89362366849824;121.15884899160129,30.893634563055354;121.15876557271248,30.894204677351144;121.1587605617459,30.894215161725874;121.15875354687816,30.894224542873204;121.15874502914792,30.89423242198344;121.15873500859244,30.894238399287055;121.1587240864117,30.89424247593965;121.15871256323317,30.894244352691377;121.15870043897489,30.894244929029085;121.15868731266322,30.89424610310098;121.15867458698618,30.89424907691876;121.15866226196384,30.894253650598344;121.15865073839603,30.894259824908435;121.15864011649056,30.894267500099332;121.1586305966655,30.894276476669006;121.15862237933183,30.894286655060206;121.15856094812902,30.894380483432037;121.15855273077041,30.894390961659713;121.1585433111147,30.894400338205077;121.15853278937027,30.894408513317984;121.15852146613855,30.894415487577202;121.15850934143589,30.89442106109566;121.15849671586443,30.8944252344526;121.1584835894416,30.89442780776134;121.15839691528932,30.894441633382986;121.15838469069159,30.894444008553823;121.1583730671201,30.894448283797807;121.15836224497248,30.894454459498583;121.15835252487642,30.894462236403825;121.15834430764853,30.894471415395248;121.15833759329874,30.894481896529943;121.15833268246199,30.89449328061151;121.15820609011962,30.894929089219573;121.15820097898013,30.89493947349609;121.15819396415745,30.894948654808864;121.15818524607825,30.89495633371177;121.15817532576844,30.894962211338157;121.15816440365658,30.894965988243314;121.15815288053942,30.894967665195257;121.15814125742634,30.89496714321134;121.1572819563321,30.894875653643425;"
汇龙湖公园,"121.34407274950313,30.752791640159295;121.34406217190278,30.75278765981268;121.34405259238802,30.75278167885641;121.34404450991032,30.7527737964091;121.34403832360199,30.75276441159803;121.34403413322838,30.752753824099912;121.34403223810733,30.752742733051708;121.34403283779714,30.752731437964094;121.34407426877918,30.752522478412622;121.34407716379174,30.752509880189958;121.34408055775579,30.75249738108783;121.344084550463,30.752484980938327;121.34408904211298,30.752472779857055;121.34409403269865,30.75246087779048;121.34409962201983,30.752449174625944;121.34410561049249,30.752437670695144;121.34414972515216,30.752358338921965;121.34414952663552,30.75234554593666;121.34414892894931,30.752332753612535;121.3441479320962,30.752319961950487;121.34414653606595,30.75230727089801;121.34414484065962,30.752294580342344;121.34414284587811,30.752281890282855;121.34414035212721,30.75226930099814;121.34413715980824,30.752257012716;121.34413346851224,30.752244925157633;121.34412907866384,30.752232938704996;121.34412409005559,30.752221053193992;121.34411880204699,30.7522094680239;121.34411331444726,30.752197983132216;121.34410772706357,30.752186398459386;121.34400974723377,30.751997060061566;121.3439234430981,30.751808701821588;121.34391815514033,30.75179671686783;121.34391306676586,30.751784731582564;121.34390817798322,30.751772646017358;121.34390358858374,30.751760460006587;121.34389909898546,30.75174817388301;121.34389480897002,30.751735887426822;121.34389081833814,30.75172350052496;121.34382457443903,30.751511221421307;121.34370565031931,30.75118438972068;121.3437014601089,30.751172103099478;121.34369746947976,30.75115981614537;121.34369367844283,30.75114742891167;121.3436900869882,30.751135041344572;121.34368669512428,30.751122553497396;121.34368360264342,30.751109965203064;121.34368070974426,30.75109737657539;121.34367831579368,30.751084887065407;121.34367642080007,30.75107239672311;121.34367492497927,30.75105980576708;121.34367382833152,30.75104711419871;121.34367293126665,30.75103442229672;121.34367233357496,30.751021729895623;121.3436617876247,30.750638346788328;121.34364624924146,30.75028975370726;121.34364495301314,30.7502770624552;121.34364265885613,30.75026457276158;121.34363916717787,30.75025238490899;121.34363457777172,30.750240498729884;121.34362899042054,30.750229014007214;121.34362240509819,30.75021823058505;121.34361482182362,30.75020794856825;121.3436069389757,30.750200065806897;121.34359805814209,30.750193084243485;121.34358827909786,30.750187203609006;121.343577701659,30.750182123892305;121.34356672499102,30.750177844429114;121.34355544891868,30.750173965259453;121.34354407304144,30.750170286154923;121.34323512858252,30.750075951543483;121.3432229545455,30.750071074455906;121.34321157895178,30.750064796759766;121.34320110158237,30.750057218235995;121.3431915224366,30.750048338883996;121.34318324065868,30.75003835793138;121.34317615644242,30.750027475440465;121.34317186624166,30.750017987546368;121.34317017067552,30.750007495825965;121.34317087026174,30.749994801234124;121.34317286684089,30.74998550270905;121.34317596114934,30.7499758025534;121.34317975400694,30.74996590133167;121.34327966407425,30.7497281572346;121.34328515355742,30.749716154265336;121.34329114197809,30.749704350358346;121.34329782890151,30.74969294507687;121.3433049149635,30.74968183897265;121.34331259973779,30.749671131662165;121.34332078343289,30.749660823310567;121.34332966560694,30.749651213429416;121.34333924625149,30.749642401968906;121.34334972493198,30.749634588491098;121.34336060266973,30.749628073674646;121.34337227864519,30.749622656958053;121.34338395450608,30.749618639518634;121.34339582983544,30.749616021023613;121.34340760526811,30.749614702026047;121.3434187818488,30.74961468335721;121.34342955919391,30.749615564892032;121.34343983751954,30.749617246847567;121.34345400753706,30.749620821324005;121.3434676785538,30.749624996326155;121.34347755758911,30.749628278126288;121.3434875364092,30.74963165971074;121.34697155311021,30.750890386584146;121.34698412721617,30.7508956635438;121.34699640184438,30.750901940468943;121.34700807759951,30.750909217841272;121.3470190547003,30.750917295925767;121.34702943293739,30.750926274509112;121.34703911251876,30.75093605380349;121.34704589808155,30.75094433854446;121.34705158580397,30.750953324690386;121.34705617567657,30.750963112190572;121.34705926852219,30.750973501790526;121.34706086435934,30.750984293595234;121.34706076359848,30.75099538797705;121.34705856692644,30.75100818485182;121.34705577175043,30.751017684409856;121.34705118000603,30.75102948566459;121.34704748671628,30.7510381870869;121.34704319458483,30.751047489161675;121.34703880263842,30.751056991293492;121.34592507915312,30.75326884127227;121.34591859145722,30.753280445767135;121.34591120565291,30.753291452041783;121.34590292174154,30.753301860096062;121.3458939393227,30.75331156965796;121.34588415860149,30.75332058088909;121.34587377917738,30.75332879351832;121.34586369927774,30.753335406499403;121.34585282112782,30.75334072146577;121.3458416437138,30.7533446376565;121.34583006723902,30.75334715523406;121.34581859066428,30.75334847328034;121.34580701439914,30.753348592120403;121.34579533844358,30.75334751175509;121.34578066876834,30.753344837118;121.3457674960684,30.75334166030178;121.34575342528362,30.75333768537444;121.345742847249,30.75333470422174;121.34573206965167,30.753331423554577;121.34407274950313,30.752791640159295;"
小公园,"121.3320679091886,30.714553477165836;121.33206812568288,30.714548380325837;121.33206778660923,30.714543291324876;121.3320668959538,30.714538270726482;121.33206546438775,30.71453337828152;121.33206350906633,30.714528672130538;121.33206105303346,30.71452420850144;121.33205812562049,30.714520040415323;121.3320547617436,30.71451621748195;121.3320510014098,30.714512785303835;121.33204688941767,30.714509784577285;121.33204247465288,30.714507251193442;121.33203780969792,30.714505215239612;121.33203295002683,30.71450370089969;121.33202795360978,30.71450272625518;121.32962215647731,30.71416879625944;121.32961685835386,30.71416833323901;121.32961153962607,30.71416840909618;121.32960625467224,30.714169023028603;121.32960105757262,30.714170168834684;121.32959600180946,30.71417183461729;121.32959113886815,30.714174003486622;121.32958651863953,30.71417665315676;121.32958218852075,30.714179756551825;121.32957819281641,30.71418328170026;121.32957457233668,30.71418719274277;121.32957136430379,30.71419144942654;121.32956860154863,30.714196008310505;121.32956631231134,30.714200822661596;121.32956452014444,30.714205843159785;121.32956324321245,30.71421101839536;121.32861245462766,30.719117711442355;121.32861175363793,30.71912278561644;121.32861160510886,30.719127904904024;121.32861201064013,30.719133009030767;121.32861296564913,30.719138038134854;121.32861445876587,30.71914293296775;121.3286164725349,30.719147635991728;121.32861898321468,30.719152091977943;121.32862196127479,30.719156248410062;121.32862537179881,30.7191600564792;121.32862917458135,30.719163471484265;121.32863332492477,30.719166453131393;121.32863777404208,30.719168966531313;121.32864246965242,30.719170981900497;121.32864735648289,30.719172475755798;121.32865237716167,30.71917343041686;121.33098728391084,30.7194871369328;121.33099228324129,30.71948757096505;121.33099730217036,30.719487534289097;121.33100229649712,30.719487027089766;121.3310072225186,30.71948605404595;121.33101203682905,30.71948462353654;121.33101669722328,30.71948274803584;121.33102116279015,30.719480444311017;121.33102539431496,30.719477732328816;121.33102935467865,30.71947463594601;121.33103300905483,30.719471182415518;121.33103632541408,30.719467402083886;121.33103927451678,30.719463327989587;121.33104183051789,30.719458996163542;121.33104397106446,30.71945444433058;121.33104567729315,30.719449712705998;121.33104693423512,30.719444842798392;121.33206713982622,30.714558521169838;121.3320679091886,30.714553477165836;"
