id,行业类型,名称,类型,地址,联系电话,lng,lat,省份代码,省份名称,城市代码,城市名称,区域代码,区域名称,所在商圈
B0FFFEK0BT,,上海体育场,体育休闲服务;运动场馆;综合体育馆,天钥桥路666号(上海游泳馆地铁站2号口步行260米),021-64266666,121.4374249,31.18334176,310000,上海市,21,上海市,310104,徐汇区,
B00154DMXB,,东方体育(田林路店),购物服务;体育用品店;体育用品店,田林东路451-459号,021-64081411,121.4207891,31.17398342,310000,上海市,21,上海市,310104,徐汇区,
B001558UIT,,阿迪达斯(东方体育店),购物服务;体育用品店;阿迪达斯专卖店,田林东路451号东方体育1层,18918083823,121.4209523,31.17404556,310000,上海市,21,上海市,310104,徐汇区,
B00155NIG5,,上海体育馆,体育休闲服务;运动场馆;综合体育馆,漕溪北路1111号(上海体育馆地铁站2号口步行160米),021-64266666,121.4323149,31.18424499,310000,上海市,21,上海市,310104,徐汇区,
B0IBBAU09L,,徐家汇体育公园综合馆,体育休闲服务;运动场馆;运动场所,零陵路800号徐家汇体育公园,021-34196878,121.4335915,31.18170425,310000,上海市,21,上海市,310104,徐汇区,
B0FFIA2KXT,,上海徐汇万体馆,体育休闲服务;运动场馆;综合体育馆,上海体育馆地铁站2号口步行150米,,121.4337316,31.18325069,310000,上海市,21,上海市,310104,徐汇区,
B0I1U5YVJL,,徐家汇体育公园综合馆-羽毛球馆,体育休闲服务;运动场馆;羽毛球场,漕溪北路1111号综合馆B1层,021-34196878,121.4335885,31.18170324,310000,上海市,21,上海市,310104,徐汇区,
B0J6S752JE,,耐克篮球公园,体育休闲服务;运动场馆;篮球场馆,徐家汇体育公园内(上海体育馆地铁站6号口步行390米),,121.4346575,31.18205677,310000,上海市,21,上海市,310104,徐汇区,
B00155G8EH,,上海东亚体育文化中心有限公司,公司企业;公司;公司,漕溪北路1111-4号(上海体育馆地铁站2号口步行320米),,121.4337176,31.18322268,310000,上海市,21,上海市,310104,徐汇区,
B0JBH7ZIQX,,YONEX,购物服务;体育用品店;体育用品店,零陵路747号(上海体育馆地铁站2号口步行430米),13795490280,121.4346101,31.18545399,310000,上海市,21,上海市,310104,徐汇区,
B0FFF3IXQE,,SKECHERS(飞洲国际广场店),购物服务;体育用品店;体育用品店,零陵路899号飞洲国际4楼(上海体育馆地铁站1号口旁),4009002311,121.4333618,31.18514016,310000,上海市,21,上海市,310104,徐汇区,
B0JUZUE7GB,,久事体育资产经营公司,公司企业;公司;公司,零陵路800号久事体育大厦15楼(徐家汇体育公园12号门中山南二路1500号进),,121.4355012,31.18154741,310000,上海市,21,上海市,310104,徐汇区,
B0J6S75PQ1,,威尔胜室外网球场,体育休闲服务;运动场馆;网球场,徐家汇体育公园内(上海体育馆地铁站6号口旁),,121.4323932,31.18268389,310000,上海市,21,上海市,310104,徐汇区,
B00154DRHM,,红双喜(三角东街),购物服务;体育用品店;体育用品店,零陵路797号(上海体育馆地铁站2号口步行150米),,121.4342484,31.18533746,310000,上海市,21,上海市,310104,徐汇区,
B0JGTAQGMX,,上海久事体育产业发展(集团)有限公司,公司企业;公司;公司,徐家汇体育公园久事体育大厦,,121.4355292,31.18158344,310000,上海市,21,上海市,310104,徐汇区,
B0FFIK0UFK,,一号线4号线上海体育馆站,体育休闲服务;体育休闲服务场所;体育休闲服务场所,中山西路2366弄华鼎广场2号楼(上海体育馆地铁站5号口旁),,121.4322087,31.18416187,310000,上海市,21,上海市,310104,徐汇区,
B0HG6NCVD1,,上海市·上海体育馆-羽毛球馆,体育休闲服务;运动场馆;羽毛球场,漕溪北路1111号上海体育馆内(近零陵路),,121.4336134,31.18338643,310000,上海市,21,上海市,310104,徐汇区,
B0K6ZKSJDA,,敏诚体育,购物服务;体育用品店;体育用品店,零陵路800号久事体育大厦1楼,,121.4355252,31.18159743,310000,上海市,21,上海市,310104,徐汇区,
B0FFFZKPQJ,,上海师范大学徐汇校区西部体育学院,科教文化服务;学校;高等院校,桂林路100号上海师范大学徐汇校区西部内,,121.4115728,31.16400894,310000,上海市,21,上海市,310104,徐汇区,
B0FFHCTBLM,,上海师范大学徐汇校区西部师大附中篮球馆,体育休闲服务;运动场馆;篮球场馆,桂林路120号(桂林公园地铁站4号口步行440米),,121.414384,31.16532518,310000,上海市,21,上海市,310104,徐汇区,
B0JD5L6LKS,,铭君游泳馆,体育休闲服务;运动场馆;游泳馆,美通科创空间西南门旁,,121.4266513,31.14982776,310000,上海市,21,上海市,310104,徐汇区,
B0FFJ04WNZ,,康健社区体育场-羽毛球馆,体育休闲服务;运动场馆;羽毛球场,桂林西街168号康健社区体育场内(近浦北路),15134014869,121.4131979,31.15450596,310000,上海市,21,上海市,310104,徐汇区,
B0JR15U2HF,,炼猫体育运动中心,体育休闲服务;运动场馆;运动场所,浦北路498号,,121.4126934,31.15507032,310000,上海市,21,上海市,310104,徐汇区,
B0FFHVT23E,,康健社区体育场-篮球场,体育休闲服务;运动场馆;篮球场馆,桂林西街168号(近浦北路),021-54199404,121.4134611,31.1546001,310000,上海市,21,上海市,310104,徐汇区,
B0J27CCS30,,乐动力西岸栖羽体育中心,体育休闲服务;运动场馆;运动场所,龙腾大道与喜泰支路交叉口西南60米,15301897285,121.4498231,31.1473867,310000,上海市,21,上海市,310104,徐汇区,
B0J27C5ORW,,乐动力栖羽体育中心羽毛球馆,体育休闲服务;运动场馆;羽毛球场,喜泰支路6号,13072170790,121.4498001,31.14722573,310000,上海市,21,上海市,310104,徐汇区,
B0J27CF3KH,,乐动力栖羽体育中心篮球馆,体育休闲服务;运动场馆;篮球场馆,喜泰支路6号,18001697528,121.449784,31.14726468,310000,上海市,21,上海市,310104,徐汇区,
B0IB9U9RK9,,智跃体育,体育休闲服务;体育休闲服务场所;体育休闲服务场所,老沪闵路777号摩登设计1门(爱悠幼儿园四楼篮球羽毛球馆综合馆),17301719071,121.4250466,31.14232973,310000,上海市,21,上海市,310104,徐汇区,
B0FFLID77B,,上海体育大学徐汇校区-身训馆,科教文化服务;学校;高等院校,百色路1333号上海体育大学徐汇校区内,,121.4258337,31.14310529,310000,上海市,21,上海市,310104,徐汇区,
B0G3ZUQQKL,,溥冠体育,购物服务;体育用品店;体育用品店,老沪闵路777号摩登设计谷20栋4楼,18964074908,121.4249304,31.14229761,310000,上海市,21,上海市,310104,徐汇区,
B0FFKPXFO1,,动因体育(邮电学校店),购物服务;购物相关场所;购物相关场所,老沪闵路777-1号(华东理工大学地铁站2号口步行410米),,121.4248954,31.14232355,310000,上海市,21,上海市,310104,徐汇区,
B0HBK7SJXJ,,上海文教体育用品总公司,公司企业;公司;公司,桂林路与田林路交叉口南80米,,121.4127711,31.17171375,310000,上海市,21,上海市,310104,徐汇区,
B0IKUH0MM1,,Wilson欣林田体育(漕溪北路店),购物服务;购物相关场所;购物相关场所,漕溪北路739-2号(上海体育馆地铁站1号口步行260米),18121255305;18121255306,121.4327264,31.18661943,310000,上海市,21,上海市,310104,徐汇区,
B0IUCARH3R,,慧动体育足球篮球(上海体育场中心),体育休闲服务;运动场馆;综合体育馆,零陵路739号(上海体育场地铁站3号口步行330米),,121.4358635,31.18618868,310000,上海市,21,上海市,310104,徐汇区,
B0H1S5IWGR,,莱利碧诗意(上海)体育用品有限公司-RILEY(中国),公司企业;公司;商业贸易,斜土路2897弄50号海文商务楼115室(小白楼),021-64403258,121.4361819,31.18877392,310000,上海市,21,上海市,310104,徐汇区,
B0JUHAO657,,卓越体育·青少年体能训练中心(桂平路店),购物服务;购物相关场所;购物相关场所,桂平路136号,,121.4068578,31.15281737,310000,上海市,21,上海市,310104,徐汇区,
B00155L1AC,,华东理工大学徐汇校区体育馆,体育休闲服务;运动场馆;综合体育馆,梅陇路130号华东理工大学徐汇校区,,121.4154328,31.14418207,310000,上海市,21,上海市,310104,徐汇区,
B0FFG5DFBK,,华东理工大学徐汇校区体育科学与工程学院,科教文化服务;学校;高等院校,梅陇路130号华东理工大学徐汇校区,,121.4154548,31.14406415,310000,上海市,21,上海市,310104,徐汇区,
B0I2NUOHHT,,锐猎体育(GRC绿地滨江CLUB店),购物服务;体育用品店;体育用品店,云锦路500号B楼grc绿地滨江club b1-03,,121.4534572,31.16670376,310000,上海市,21,上海市,310104,徐汇区,
B0JKSX1499,,乐动力体育中心,体育休闲服务;运动场馆;综合体育馆,云锦路与龙启路交叉口西北100米,,121.4538252,31.16716837,310000,上海市,21,上海市,310104,徐汇区,
B0J0DBJTLG,,邮人体育(LUMINA 星扬西岸中心店),购物服务;体育用品店;体育用品店,龙耀路175号LUMINA 星扬西岸中心F1层,,121.4566695,31.16353495,310000,上海市,21,上海市,310104,徐汇区,
B0H0T7PU9N,,慧东体育(徐汇梅陇商业中心店),购物服务;体育用品店;体育用品店,梅陇路255号华轻梅陇购物中心徐汇梅陇商业中心店F3层,13621811857,121.4174752,31.14094751,310000,上海市,21,上海市,310104,徐汇区,
B00156LTRD,,华东理工大学徐汇校区体育中心,体育休闲服务;运动场馆;运动场所,梅陇路30号华东理工大学徐汇校区,,121.4169383,31.14457711,310000,上海市,21,上海市,310104,徐汇区,
B0FFM15I6R,,上海国澳江桥体育设施有限公司,公司企业;公司;公司,上中路479号上海坤政商务楼403,,121.4431289,31.14308713,310000,上海市,21,上海市,310104,徐汇区,
B0I1FYP4B0,,毛羽体育综合馆,体育休闲服务;运动场馆;羽毛球场,喜泰路247弄255号苑宏新村小区大门口进来直走到头,13117804998,121.4472146,31.14557008,310000,上海市,21,上海市,310104,徐汇区,
B0JUYROJ1V,,田林体育俱乐部篮球馆,体育休闲服务;运动场馆;篮球场馆,田林体育俱乐部东门旁,,121.4242865,31.17703174,310000,上海市,21,上海市,310104,徐汇区,
B0JAZKUNJV,,上海天霖体育发展有限公司,公司企业;公司;公司,钦州路与田林东路交叉口西北160米,,121.4242454,31.17701371,310000,上海市,21,上海市,310104,徐汇区,
B0FFJFBWJD,,师大康力搏体育运动中心,体育休闲服务;体育休闲服务场所;体育休闲服务场所,龙水南路336弄32号103室,18917863049,121.4504162,31.15320893,310000,上海市,21,上海市,310104,徐汇区,
B0FFJC8TFG,,上海泳闻体育游泳培训俱乐部(桂林路店),科教文化服务;培训机构;培训机构,桂林路与钦江路交叉口东20米,,121.4108619,31.1792707,310000,上海市,21,上海市,310104,徐汇区,
B0FFF5E5K8,,喜帅体育(书香逸居店),购物服务;体育用品店;体育用品店,上中路25号,13917897698,121.4289831,31.13820905,310000,上海市,21,上海市,310104,徐汇区,
B0J0VSOC2A,,智跃体育·青少年篮球培训,科教文化服务;培训机构;培训机构,老沪闵路与上中西路交叉口西北100米(凌云天地2楼),,121.4270349,31.13903299,310000,上海市,21,上海市,310104,徐汇区,
B0G221WF1K,,慧动体育(美千居商业广场店),购物服务;体育用品店;体育用品店,中山西路2368号美千居商业广场F1,,121.428804,31.18157623,310000,上海市,21,上海市,310104,徐汇区,
B0JRGH0PAW,,强民体育(长桥校区),科教文化服务;科教文化场所;科教文化场所,上中路273号,,121.437124,31.14051648,310000,上海市,21,上海市,310104,徐汇区,
B0HRDKTKOV,,明势体育综合馆篮球·乒乓球,体育休闲服务;运动场馆;乒乓球馆,天等路400号品域凌云里3号楼101室及201室,13402098242,121.4231872,31.13929216,310000,上海市,21,上海市,310104,徐汇区,
B0FFK1ZRGO,,呈康体育篮球训练基地(凌云1街坊),体育休闲服务;运动场馆;篮球场馆,1街坊,13262214016,121.4212999,31.13696934,310000,上海市,21,上海市,310104,徐汇区,
B0GR3RJXAO,,毛羽体育羽毛球培训(优幕影城店),体育休闲服务;运动场馆;羽毛球场,上中西路280号凌云一街坊美食F4层,13117804998,121.4215433,31.13672973,310000,上海市,21,上海市,310104,徐汇区,
B00155LL5P,,棒棒体育,购物服务;体育用品店;体育用品店,天钥桥路567号103棒棒体育,021-54666533,121.4380799,31.18765274,310000,上海市,21,上海市,310104,徐汇区,
B00155KZ3R,,上海体育场-1号通道,体育休闲服务;体育休闲服务场所;体育休闲服务场所,天钥桥路666号八万人体育场内(上海体育场地铁站3号口旁),021-64266666,121.4385871,31.18645424,310000,上海市,21,上海市,310104,徐汇区,
B0FFL5KTFH,,徐家汇体育场馆,体育休闲服务;运动场馆;运动场所,斜土路2701号(天钥桥路口)富驿时尚酒店,,121.4374857,31.18756675,310000,上海市,21,上海市,310104,徐汇区,
B0J1YUO871,,时不我待自习馆(上海体育场店),科教文化服务;培训机构;培训机构,斜土路2669号英雄大厦9楼902室,17717851141,121.4376951,31.18792294,310000,上海市,21,上海市,310104,徐汇区,
B0FFK9DWN9,,上海健乐世纪体育器材有限公司,公司企业;公司;公司,斜土路2601号嘉汇广场T2幢9楼H座,,121.4385728,31.1892818,310000,上海市,21,上海市,310104,徐汇区,
B0J0XKFH9F,,尚恒体育游泳健身中心,体育休闲服务;运动场馆;游泳馆|体育休闲服务;运动场馆;健身中心,平福路279号,,121.4431754,31.13912034,310000,上海市,21,上海市,310104,徐汇区,
B0H1BKSSBF,,上海阿拉吉文化体育中心,体育休闲服务;运动场馆;综合体育馆,三汇路与中山西路交叉口南40米,13801724269,121.4254136,31.18313602,310000,上海市,21,上海市,310104,徐汇区,
B0JBX7QABW,,TY SPORTS羽毛球馆上海瑶瑶乐体育文化发展有限公司,体育休闲服务;运动场馆;篮球场馆,漕宝路440号体育中心4楼(虹漕路地铁站1号口步行500米),19102127068,121.4043197,31.16501712,310000,上海市,21,上海市,310104,徐汇区,
B0FFJ4VWA0,,上海淡竹体育科技有限公司,公司企业;公司;公司,漕河泾新兴技术开发区桂平路418号29楼,021-54019856,121.4005655,31.16666748,310000,上海市,21,上海市,310104,徐汇区,
B0J6BHQAGO,,乐动力西岸风之谷体育公园,体育休闲服务;体育休闲服务场所;体育休闲服务场所,龙吴路1800号,15301897285,121.4537689,31.13390277,310000,上海市,21,上海市,310104,徐汇区,
B0JDPCXB4L,,乐动力西岸风之谷体育公园足球场,体育休闲服务;运动场馆;足球场,龙吴路1800号,15301897285,121.4537317,31.13400463,310000,上海市,21,上海市,310104,徐汇区,
B0JDPUJOGF,,乐动力西岸风之谷体育公园板式网球,体育休闲服务;运动场馆;网球场,龙吴路1800号,,121.4533577,31.13444553,310000,上海市,21,上海市,310104,徐汇区,
B0IBBAXV4W,,徐家汇体育公园足球公园,体育休闲服务;运动场馆;运动场所,中山南二路与天钥桥路交叉口西南220米,,121.4380985,31.18138093,310000,上海市,21,上海市,310104,徐汇区,
B0FFM8KV1E,,乐活体育网球羽毛球培训(天钥桥路店),体育休闲服务;运动场馆;篮球场馆,天钥桥路968号,17701877544,121.4394295,31.17974213,310000,上海市,21,上海市,310104,徐汇区,
B0FFG95G2F,,麦斯卡体育用品商店,购物服务;体育用品店;体育用品店,凌云路370-1号,13817285558,121.4149749,31.13852973,310000,上海市,21,上海市,310104,徐汇区,
B001570K6D,,上海应用技术大学体育教育学院,科教文化服务;学校;成人教育,漕宝路与桂林路交叉口东300米,,121.4171284,31.16892554,310000,上海市,21,上海市,310104,徐汇区,
B0FFL7CZP0,,聚动力贝岭体育公园(中国电子贝岭大厦店),体育休闲服务;运动场馆;运动场所,宜山路810号,18616771227,121.401888,31.17534224,310000,上海市,21,上海市,310104,徐汇区,
B0HDRNRKQS,,健强体育羽毛球篮球足球网球培训,科教文化服务;培训机构;培训机构,桂平路与钦江路交叉口东南140米,,121.3976095,31.17562071,310000,上海市,21,上海市,310104,徐汇区,
B0J6ASUU2U,,上海民航职业技术学院徐汇校区体育运动馆,体育休闲服务;运动场馆;运动场所,龙华西路1号上海民航职业技术学院徐汇校区,,121.4522053,31.17259687,310000,上海市,21,上海市,310104,徐汇区,
B00155LAEL,,徐汇区青少年体育运动学校,科教文化服务;学校;学校,枫林路329号(东安路地铁站1号口步行390米),,121.4526355,31.19501957,310000,上海市,21,上海市,310104,徐汇区,
B0FFJ9OMP8,,金冠乒乓球体育培训俱乐部,科教文化服务;培训机构;培训机构,虹桥路808号加华广场B座301室,13524709157,121.4194505,31.1966677,310000,上海市,21,上海市,310104,徐汇区,
B0H6N7F1H9,,煜煜体育青少年羽毛球培训基地,购物服务;体育用品店;体育用品店,小木桥路528号2楼(大木桥路地铁站3号口步行350米),13587383929,121.4566579,31.19344576,310000,上海市,21,上海市,310104,徐汇区,
B0HU2ST210,,臻龙跆拳道搏击体育中心,体育休闲服务;运动场馆;跆拳道场馆,小木桥路528号103室(大木桥路地铁站3号口步行370米),18018585881,121.4566779,31.19342482,310000,上海市,21,上海市,310104,徐汇区,
B0JRMUOB95,,强民体育(位育校区),科教文化服务;培训机构;培训机构,小木桥路528号二楼羽毛球馆最里面,,121.4566739,31.19337083,310000,上海市,21,上海市,310104,徐汇区,
B0KB7CITMU,,鞑行体育(上师大科技园店),购物服务;体育用品店;体育用品店,桂林路70弄91-111号上师大科技园,,121.4092105,31.15971784,310000,上海市,21,上海市,310104,徐汇区,
B0H0XXBO3O,,强民体育(凌云一街坊美食店),体育休闲服务;运动场馆;运动场所,上中西路280号4楼优幕影城5号厅旁边,,121.4208584,31.13717877,310000,上海市,21,上海市,310104,徐汇区,
B0FFGC0QLJ,,滔博体育,公司企业;公司;公司,柳州路928号百丽国际广场F20层,,121.4162408,31.18770026,310000,上海市,21,上海市,310104,徐汇区,
B0J2LMUR56,,上海景御体育发展有限公司,公司企业;公司;公司,中山西路1600-1602号宏汇国际广场,,121.4172428,31.18850971,310000,上海市,21,上海市,310104,徐汇区,
B00155M0I9,,上海交通大学徐汇校区体育馆,体育休闲服务;运动场馆;综合体育馆,华山路1954号上海交通大学徐汇校区,021-62932971,121.4289867,31.20089988,310000,上海市,21,上海市,310104,徐汇区,
B0FFFZS72R,,上海交通大学徐汇校区郑坚固体育中心,体育休闲服务;运动场馆;综合体育馆,华山路1954号上海交通大学校内,,121.4279851,31.2001059,310000,上海市,21,上海市,310104,徐汇区,
B0FFJE8BY1,,昂立慧动体育足球篮球综合培训(番禺路店),体育休闲服务;运动场馆;足球场,番禺路868号,13801716497,121.4236096,31.19913191,310000,上海市,21,上海市,310104,徐汇区,
