name,address,check,city,type,outputaddress,gcj02_lng,gcj02_lat,wgs84_lng,wgs84_lat,subtitle
世茂滨江花园,上海市潍坊西路2弄之1-18号,总签到2812人,上海市,住宅,上海市浦东新区潍坊西路2弄1-18号,121.515199,31.221854,121.510823,31.22392206,总签到2812人  上海市  住宅
上海外滩悦榕庄酒店,上海市公平路19号(近海平路)(提篮桥地铁站3号口步行460米),月签到25人,上海市,五星级宾馆,上海市虹口区公平路19号海平路提篮桥上海外滩悦榕庄酒店,121.506273,31.249691,121.5018628,31.25171994,月签到25人  上海市  五星级宾馆
海德苑,上海市博山东路112弄之1-10号,总签到209人,上海市,住宅,上海市浦东新区博山东路112弄之1海德苑(南门),121.563828,31.248473,121.5595888,31.25064187,总签到209人  上海市  住宅
寝室床上,上海市松江区广富林街道东华大学松江校区上海工程技术大学松江校区,总签到427人,上海市,校园,上海市松江区广富林街道东华大学松江校区上海工程技术大学松江校区,121.206283,31.055301,121.2018385,31.05738237,总签到427人  上海市  校园
金茂88层观光厅,上海市世纪大道88号金茂大厦,月签到10人,上海市,国家级景点,上海市浦东新区世纪大道88号金茂大厦,121.505613,31.235276,121.5012016,31.23730947,月签到10人  上海市  国家级景点
上海杉达学院,上海市金海路2727号(顾唐路地铁站1号口步行160米),月签到23人,上海市,高校,上海市浦东新区金海路2727号,121.657968,31.269093,121.6537016,31.27121266,月签到23人  上海市  高校
南京路步行街,上海市南京东路558号,月签到615人,上海市,景点,上海市黄浦区南京路步行街558号南京路步行街(第一百货商业中心店),121.475408,31.234999,121.4708901,31.23694383,月签到615人  上海市  景点
共富一村,上海市顾村镇共富路183弄,总签到1608人,上海市,住宅,上海市宝山区顾村镇共富路183弄,121.430914,31.350855,121.4262741,31.35265999,总签到1608人  上海市  住宅
聚动力河畔球场,上海市鲁班路909,总签到74人,上海市,足球场,上海市黄浦区鲁班路909号聚动力河畔球场,121.479363,31.192271,121.474862,31.19424726,总签到74人  上海市  足球场
复旦大学上海医学院(东区),上海市徐汇区医学院路138号,总签到4842人,上海市,高校,上海市徐汇区医学院路138号复旦大学上海医学院(东区),121.452234,31.197085,121.4476511,31.19899067,总签到4842人  上海市  高校
苏家巷小区,上海市芷江西路393弄(中山北路地铁站2号口步行230米),总签到630人,上海市,住宅,上海市静安区芷江西路393弄小区,121.458324,31.257053,121.4537521,31.25894431,总签到630人  上海市  住宅
上海外滩海湾大厦酒店,上海市上海虹口区黄浦路53号,总签到461人,上海市,五星级宾馆,上海市虹口区黄浦路53号上海外滩上海海湾大厦(东北门),121.49159,31.24491,121.4871272,31.24689704,总签到461人  上海市  五星级宾馆
万国建筑博览群,上海市滇池路63号,月签到78人,上海市,景点,上海市黄浦区滇池路万国建筑博览群,121.48927,31.237204,121.4847996,31.23918763,月签到78人  上海市  景点
长寿商业广场,上海市长寿路181弄1~12号,总签到1661人,上海市,商场,上海市普陀区长寿路181弄1-12号,121.441418,31.24243,121.4368064,31.24429356,总签到1661人  上海市  商场
达安花园,上海市长寿路999弄1-66号(武宁路地铁站5B口步行90米),总签到2250人,上海市,住宅,上海市静安区长寿路九九九弄1-66号武宁路达安花园(西北4门),121.429599,31.232842,121.4249675,31.2346926,总签到2250人  上海市  住宅
南杨小区,上海市长清路643弄1~42号,总签到386人,上海市,住宅,上海市浦东新区长清路643弄1-42号,121.491211,31.159409,121.4867542,31.16143646,总签到386人  上海市  住宅
上海复旦皇冠假日酒店,上海市邯郸路199号 ，近国权路(复旦大学正门斜对面，4008825398 订房热线),总签到1986人,上海市,五星级宾馆,上海市杨浦区邯郸路199号国权路复旦大学(公交站)上海复旦皇冠假日酒店,121.502057,31.295027,121.4976277,31.29702418,总签到1986人  上海市  五星级宾馆
上海师范大学(奉贤校区),上海市海思路100号,月签到38人,上海市,高校,上海市奉贤区海思路100号,121.516162,30.836882,121.5118216,30.83916915,月签到38人  上海市  高校
上海天地软件园,上海市中江路879号,总签到2260人,上海市,产业园区,上海市普陀区中江路879号天地软件园(东门),121.391783,31.234516,121.3871339,31.23635169,总签到2260人  上海市  产业园区
上海凯宾斯基大酒店,上海市陆家嘴环路1288号,月签到55人,上海市,五星级宾馆,上海市浦东新区百步街1288号上海凯宾斯基大酒店,121.504132,31.242452,121.4997147,31.24447777,月签到55人  上海市  五星级宾馆
香港广场·北座,上海市淮海中路282号,总签到5086人,上海市,商场,上海市黄浦区淮海中路街道282号香港广场·北座,121.474725,31.223792,121.4702059,31.22574014,总签到5086人  上海市  商场
金沙缘圆宝邸,上海市金园一路1359弄1~69号,总签到687人,上海市,住宅,上海市嘉定区金园一路1359弄1-69号金沙缘圆宝邸(西门),121.31648,31.242182,121.3119622,31.24412585,总签到687人  上海市  住宅
娄山关路(地铁站),上海市15号线;2号线,总签到1407人,上海市,地铁站,上海市长宁区娄山关路(地铁站),121.404058,31.211158,121.3994083,31.21300228,总签到1407人  上海市  地铁站
纯K(浙江路店),上海市浙江南路68号(宁海东路路口),总签到5271人,上海市,KTV,上海市黄浦区浙江南路68号宁海东路纯K(浙江路店),121.4819,31.229301,121.4774045,31.23126675,总签到5271人  上海市  KTV
河滨城市花园,上海市曹路镇顾唐路138弄(顾唐路地铁站3号口步行360米),总签到883人,上海市,楼宇,上海市浦东新区曹路镇顾唐路138弄顾唐路地铁站3号口河滨城市花园(东北门),121.656746,31.263595,121.6524823,31.26571925,总签到883人  上海市  楼宇
上海广场,上海市淮海中路138号(大世界地铁站3号口步行150米),总签到2770人,上海市,楼宇,上海市黄浦区淮海中路138号大世界(地铁站) 3号口上海广场,121.477874,31.225183,121.4733652,31.22713923,总签到2770人  上海市  楼宇
春申景城湖滨晨韵,上海市莲花南路1111弄,总签到790人,上海市,住宅,上海市闵行区莲花南路春申景城湖滨晨韵,121.411047,31.10765,121.4064084,31.10954953,总签到790人  上海市  住宅
南江苑,上海市杨高南路3288弄1~105号,总签到636人,上海市,楼宇,上海市浦东新区杨高南路3288弄1-105号南江苑(东北1门),121.519462,31.168727,121.5151053,31.1708335,总签到636人  上海市  楼宇
世纪新城,上海市滨湖路585弄,总签到641人,上海市,住宅,上海市松江区滨湖路585弄世纪新城(东门),121.206279,31.041076,121.2018357,31.04316558,总签到641人  上海市  住宅
上海商城,上海市南京西路1376号,月签到14人,上海市,楼宇,上海市静安区南京西路1376号上海商城,121.451849,31.22684,121.4472625,31.22873063,月签到14人  上海市  楼宇
爱庐世纪新苑,上海市沪光路39弄1~108号,总签到1296人,上海市,楼宇,上海市闵行区沪光路39弄1-108号爱庐世纪新苑(西北门),121.421268,31.08096,121.4166393,31.08288074,总签到1296人  上海市  楼宇
外滩三号,上海市黄浦区中山东一路3号,月签到25人,上海市,楼宇,上海市黄浦区中山东一路3号外滩三号,121.490752,31.234042,121.4862872,31.23603148,月签到25人  上海市  楼宇
梅赛德斯-奔驰文化中心,上海市世博大道1200号,月签到916人,上海市,文化宫,上海市浦东新区世博大道1200号梅赛德斯-奔驰文化中心,121.493397,31.188847,121.4889455,31.190866,月签到916人  上海市  文化宫
新丰小区,上海市静安区安远路515弄1-17号,总签到860人,上海市,住宅,上海市静安区安远路515弄1-17号新丰小区(东南门),121.44003,31.23624,121.4354161,31.23810404,总签到860人  上海市  住宅
华高苑,上海市杨高北路3885弄,总签到370人,上海市,楼宇,上海市浦东新区杨高中路2855号,121.546193,31.226108,121.5419148,31.22825455,总签到370人  上海市  楼宇
高科苑,上海市张江高科技园区华佗路678号,总签到1894人,上海市,楼宇,上海市浦东新区张江高科技园区华佗路678号高科苑(西北门),121.593046,31.190672,121.5888464,31.19289314,总签到1894人  上海市  楼宇
涟泉大江户(莘庄店),上海市莘福路288号,总签到3108人,上海市,景点,上海市闵行区莘福路涟泉大江户(莘庄店),121.362067,31.105031,121.3574638,31.1069624,总签到3108人  上海市  景点
在路上,上海市七宝镇吴中路2779号,总签到73人,上海市,咖啡厅,上海市闵行区七宝镇吴中路2779号,121.345299,31.161367,121.3407236,31.16329584,总签到73人  上海市  咖啡厅
老外街101,上海市虹桥镇虹梅路3338号靠近延安西路,月签到11人,上海市,特色商业街,上海市闵行区虹桥镇虹梅路3338号延安西路老外街101,121.388537,31.190736,121.3838936,31.19259428,月签到11人  上海市  特色商业街
高东镇樱花园,上海市光耀路300号,总签到992人,上海市,广场,上海市浦东新区光耀路300号高东镇樱花园,121.618575,31.326725,121.6143596,31.32887836,总签到992人  上海市  广场
淮海百盛iROO店铺,上海市淮海中路918号2F,总签到4174人,上海市,商场,上海市黄浦区淮海中路918号淮海百盛,121.459201,31.217552,121.4546349,31.21946335,总签到4174人  上海市  商场
万达广场(上海金山店),上海市龙皓路1088号,月签到22人,上海市,商场,上海市金山区龙皓路1088号万达广场(上海金山店),121.336056,30.754737,121.3315356,30.75691428,月签到22人  上海市  商场
龙柏地区,上海市中国上海市闵行区,月签到14人,上海市,商圈,上海市闵行区龙柏,121.364797,31.179511,121.3601828,31.18139898,月签到14人  上海市  商圈
k11,上海市 淮海中路300号K11购物艺术中心403号铺(近黄陂南路),总签到1928人,上海市,未知分类,上海市黄浦区淮海中路300号k11号,121.473614,31.223381,121.4690913,31.22532629,总签到1928人  上海市  未知分类
卢湾城市花园,上海市鲁班路738弄之1-13号,总签到404人,上海市,住宅,上海市黄浦区鲁班路738弄之1卢湾城市花园(东北1门),121.477514,31.19449,121.4730066,31.19645996,总签到404人  上海市  住宅
凌兆十四村,上海市上浦路165弄1~50号,总签到182人,上海市,住宅,上海市浦东新区上浦路165弄凌兆十四村(东南门),121.49211,31.145495,121.4876576,31.14753243,总签到182人  上海市  住宅
安徒生童话乐园,上海市国泓路200号(殷高东路地铁站4号口步行500米),总签到1873人,上海市,景点,上海市杨浦区国泓路200号殷高东路安徒生童话乐园,121.511392,31.323905,121.5069939,31.325919,总签到1873人  上海市  景点
远洋宾馆,上海市东大名路1171号,总签到1746人,上海市,五星级宾馆,上海市虹口区东大名路1171号,121.510009,31.252594,121.505612,31.25463279,总签到1746人  上海市  五星级宾馆
仙逸小区,上海市仙霞路451弄1~31号,总签到1227人,上海市,住宅,上海市长宁区仙霞路四五一弄1-31号仙逸小区(南3门),121.393041,31.205922,121.3883938,31.20777063,总签到1227人  上海市  住宅
邻里苑,上海市沪闵路5600弄88支弄,总签到842人,上海市,住宅,上海市闵行区沪闵路5600弄88支弄邻里苑(东南2门),121.38115,31.101453,121.3765206,31.10336376,总签到842人  上海市  住宅
宏汇国际广场,上海市中山西路1600-1602号,总签到2177人,上海市,楼宇,上海市徐汇区中山西路1600-1602号宏汇国际广场,121.421856,31.186804,121.4172187,31.18866861,总签到2177人  上海市  楼宇
118广场,上海市金沙江路1685号,月签到10人,上海市,商场,上海市普陀区金沙江路1685号118广场,121.378018,31.231514,121.3733807,31.23336102,月签到10人  上海市  商场
蒲汇新村,上海市青年路８８弄,总签到555人,上海市,住宅,上海市闵行区青年路88弄,121.35612,31.156097,121.3515232,31.15801007,总签到555人  上海市  住宅
御上海,上海市谷阳北路2399弄,总签到1358人,上海市,住宅,上海市松江区谷阳北路2399弄御上海(东南1门),121.235617,31.049092,121.2312039,31.05120668,总签到1358人  上海市  住宅
大宁国际商业广场,上海市共和新路1878-2008号(近大宁路),月签到22人,上海市,商场,上海市静安区共和新路1878-2008号大宁路大宁国际商业广场,121.452239,31.274037,121.4476494,31.27590753,月签到22人  上海市  商场
华狮国际服务公寓,上海市天钥桥路216号,总签到336人,上海市,住宅,上海市徐汇区天钥桥路216号华狮国际服务公寓(东门),121.441952,31.190752,121.437346,31.19264098,总签到336人  上海市  住宅
证大丽笙酒店,上海市浦东新区迎春路1199号(近芳甸路),总签到1047人,上海市,五星级宾馆,上海市浦东新区迎春路芳甸路,121.560076,31.220752,121.5558316,31.22292767,总签到1047人  上海市  五星级宾馆
上海佘山世茂洲际酒店,上海市辰花路5888号,总签到3334人,上海市,五星级宾馆,上海市松江区辰花路5888号上海佘山世茂洲际酒店(东南门),121.156206,31.058364,121.1516654,31.06035488,总签到3334人  上海市  五星级宾馆
汤连得(118店),上海市伯士路57号1幢C1-101-AB1-301,总签到1262人,休闲娱乐,,上海市普陀区伯士路57号1幢汤连得(118店),121.375908,31.231102,121.3712733,31.23295135,总签到1262人    休闲娱乐
绿地・东岸涟城,上海市马樱丹路127弄1~88号,总签到938人,上海市,住宅,上海市浦东新区马樱丹路127弄1-88号,121.919216,30.882748,121.9151362,30.88513314,总签到938人  上海市  住宅
上海国际舞蹈中心,上海市延安高架路出口与水城南路交叉口西50米,总签到5336人,上海市,剧场,上海市长宁区延安高架路与水城南路上海国际舞蹈中心,121.394385,31.199244,121.3897378,31.20109537,总签到5336人  上海市  剧场
上海滩·大宁城,上海市中山北路899弄,总签到2018人,上海市,楼宇,上海市静安区中山北路上海滩·大宁城,121.455586,31.261355,121.4510062,31.26323822,总签到2018人  上海市  楼宇
金鹤新城水岸金桥苑,上海市鹤霞路555弄,总签到1434人,上海市,楼宇,上海市嘉定区鹤霞路555弄金鹤新城水岸金桥苑(东门),121.315899,31.244857,121.3113823,31.24680073,总签到1434人  上海市  楼宇
万源城,上海市古美街道平吉路509号,总签到1652人,上海市,商圈,上海市闵行区古美街道平吉路509号万源城,121.393971,31.148739,121.3893283,31.15061621,总签到1652人  上海市  商圈
马当路,上海市卢湾区,总签到1550人,上海市,道路,上海市黄浦区马当路,121.474479,31.21903,121.4699595,31.2209797,总签到1550人  上海市  道路
上海长风海洋世界,上海市大渡河路451号(长风公园地铁站2号口步行150米),月签到10人,上海市,水族馆,上海市普陀区大渡河路451号长风公园地铁站2号口上海长风海洋世界,121.396998,31.225042,121.3923477,31.22688028,月签到10人  上海市  水族馆
紫荆广场(江浦路),上海市控江路1628号(江浦路地铁站3号口步行60米),月签到12人,上海市,商场,上海市杨浦区控江路1628号江浦路紫荆广场(江浦路),121.516719,31.275112,121.5123438,31.27716077,月签到12人  上海市  商场
穹六人间,上海市徐汇区岳阳路150号(近永嘉路),总签到4231人,上海市,其他,上海市徐汇区岳阳路150号永嘉路穹六人间,121.452211,31.205616,121.4476273,31.20751746,总签到4231人  上海市  其他
阳光威尼斯AB区,上海市桃浦路1599号,总签到543人,上海市,住宅,上海市普陀区桃浦路1599号阳光威尼斯ab区,121.368138,31.259064,121.3635116,31.26090998,总签到543人  上海市  住宅
国家会展中心上海洲际酒店,上海市青浦区诸光路1700号,总签到2281人,上海市,五星级宾馆,上海市青浦区诸光路1700号国家会展中心上海洲际酒店,121.301429,31.185302,121.296948,31.18729953,总签到2281人  上海市  五星级宾馆
上海外滩中心威斯汀大饭店,上海市黄浦区外滩街道福州路337号上海交通大学医学院附属仁济医院西院,总签到1260人,上海市,出行住宿,上海市黄浦区外滩街道街道福州路上海交通大学医学院附属仁济医院西院外滩中心威斯汀大饭店(舞台餐厅),121.486896,31.232535,121.4824177,31.23451377,总签到1260人  上海市  出行住宿
万科・新里程(歌雅花园),上海市高青路2878弄1~69号,总签到495人,上海市,住宅,上海市浦东新区高青路2878弄1-69号,121.529251,31.160509,121.5249278,31.16264677,总签到495人  上海市  住宅
滨浦新苑四村,上海市浦驰南路39弄,总签到781人,上海市,住宅,上海市闵行区浦驰南路39弄滨浦新苑四村(东门),121.504695,31.065132,121.5002947,31.06725159,总签到781人  上海市  住宅
新外滩花苑,上海市东大名路888弄之1-17号,总签到2001人,上海市,楼宇,上海市虹口区东大名路888弄1-17号新外滩花苑(东南1门),121.504331,31.249391,121.4999138,31.25141426,总签到2001人  上海市  楼宇
星河世纪城星月蓝湾,上海市桃浦路368号,总签到2144人,上海市,住宅,上海市普陀区桃浦路368号星河世纪城星月蓝湾(西2门),121.395768,31.263798,121.3911147,31.26561921,总签到2144人  上海市  住宅
东方渔人码头国际中心,上海市平凉路街道杨树浦路1088号,月签到24人,上海市,商场,上海市杨浦区平凉路街道杨树浦路1088号东方渔人码头国际中心,121.532213,31.251967,121.5278916,31.25406841,月签到24人  上海市  商场
上海柏悦酒店,上海市世纪大道100号上海环球金融中心79-93层,月签到19人,上海市,五星级宾馆,上海市浦东新区世纪大道100号上海环球金融中心79-93层上海柏悦酒店,121.507439,31.234352,121.5030343,31.23639135,月签到19人  上海市  五星级宾馆
上戏实验剧院,上海市华山路678号华景大厦F1层,月签到21人,上海市,剧场,上海市静安区华山路678号华景大厦上戏实验剧院,121.439846,31.216601,121.4352335,31.21847388,月签到21人  上海市  剧场
花园饭店,上海市茂名南路58号,月签到27人,上海市,五星级宾馆,上海市黄浦区茂名南路58号,121.45991,31.219809,121.4553457,31.22172096,月签到27人  上海市  五星级宾馆
百联又一城购物中心,上海市淞沪路8号,月签到18人,上海市,商场,上海市杨浦区淞沪路8号百联又一城购物中心,121.515615,31.301529,121.5112337,31.30356386,月签到18人  上海市  商场
金葵新城,上海市浦东新区金葵路945弄133号,总签到1366人,上海市,住宅,上海市浦东新区金葵路945弄,121.62744,31.240301,121.6232234,31.24248079,总签到1366人  上海市  住宅
星巴克咖啡思南公馆店,上海市思南路50,总签到1458人,上海市,咖啡厅,上海市黄浦区思南路50号思南公馆,121.468956,31.214509,121.4644192,31.21644605,总签到1458人  上海市  咖啡厅
淮海坊,上海市淮海中路899弄38号(陕西南路地铁站4号口步行80米),总签到4261人,上海市,住宅,上海市黄浦区淮海中路899弄38号陕西南路淮海坊(东门),121.461601,31.216197,121.4570419,31.21811471,总签到4261人  上海市  住宅
新里绿地崴廉公寓,上海市东靖路2250弄,总签到1140人,上海市,楼宇,上海市浦东新区东靖路新里绿地崴廉公寓,121.613268,31.29036,121.6090591,31.29253133,总签到1140人  上海市  楼宇
世界广场,上海市浦东南路855号(东昌路地铁站4号口步行140米),总签到2104人,上海市,楼宇,上海市浦东新区浦东南路855号东昌路世界广场,121.514947,31.232401,121.5105692,31.23446342,总签到2104人  上海市  楼宇
黎金苑,上海市光复西路2077弄之1-91号,总签到301人,上海市,住宅,上海市普陀区光复西路2077弄黎金苑(东南门),121.408016,31.222609,121.4033662,31.22444849,总签到301人  上海市  住宅
凯德七宝购物广场,上海市七莘路3655号,总签到6443人,上海市,商场,上海市闵行区七莘路3655号凯德七宝购物广场(暂停营业),121.340738,31.164391,121.3361722,31.16632661,总签到6443人  上海市  商场
百联中环购物广场,上海市真光路1288号,月签到23人,上海市,商场,上海市普陀区真光路1288号百联中环购物广场,121.384007,31.245972,121.3793624,31.24780723,月签到23人  上海市  商场
上海极乐汤碧云温泉酒店,上海市新金桥路600号(台儿庄路地铁站2号口步行450米),总签到2049人,上海市,休闲娱乐,上海市浦东新区新金桥路600号台儿庄路上海极乐汤碧云温泉酒店,121.600469,31.250337,121.5962664,31.25253034,总签到2049人  上海市  休闲娱乐
上海虹桥康得思酒店,上海市申虹路333号,月签到24人,上海市,五星级宾馆,上海市闵行区申虹路333号上海虹桥康得思酒店,121.316188,31.194902,121.3116749,31.19686873,月签到24人  上海市  五星级宾馆
泰康路田子坊艺术街,上海市泰康路210弄,总签到4566人,上海市,文化宫,上海市黄浦区泰康路210弄田子坊,121.468662,31.208197,121.4641248,31.2101363,总签到4566人  上海市  文化宫
上海康桥万豪酒店,上海市康新公路4499号,月签到10人,上海市,旅馆招待所,上海市浦东新区康新公路4499号上海康桥万豪酒店,121.618757,31.11746,121.6145588,31.11971049,月签到10人  上海市  旅馆招待所
仙乐斯广场,上海市南京西路388号(人民广场地铁站11号口步行270米),月签到13人,上海市,商场,上海市黄浦区南京西路388号人民广场地铁站11号口仙乐斯广场,121.468939,31.231482,121.4644006,31.23341104,月签到13人  上海市  商场
上海绿地万豪酒店,上海市江滨路99号,总签到6626人,上海市,五星级宾馆,上海市黄浦区江滨路99号上海绿地万豪酒店,121.472959,31.191853,121.4684368,31.19381171,总签到6626人  上海市  五星级宾馆
天馨花园,上海市蕰川路1498弄,月签到10人,上海市,住宅,上海市宝山区蕰川路1498弄天馨花园(东南2门),121.428942,31.36079,121.4242983,31.36258928,月签到10人  上海市  住宅
南京市,上海市静安区芷江西路街道南北高架路精文城市家园,总签到542人,上海市,江苏菜,上海市静安区芷江西路街道街道南北高架路精文城市家园,121.464551,31.247841,121.4599978,31.24975139,总签到542人  上海市  江苏菜
恒信家园,上海市朱行镇恒康路,总签到491人,上海市,住宅,上海市金山区朱行镇恒康路恒信家园,121.337343,30.854789,121.3328112,30.85690856,总签到491人  上海市  住宅
报国寺,上海市朱家角镇西淀山湖畔淀峰村452号,总签到467人,上海市,寺庙道观教堂,上海市青浦区朱家角镇西淀山湖畔淀峰村452号报国寺,120.981409,31.089699,120.9771047,31.0918535,总签到467人  上海市  寺庙道观教堂
上海外国语大学虹口校区生活区,上海市东体育会路411号,总签到1734人,上海市,住宅,上海市虹口区东体育会路411号上海外国语大学虹口校区,121.483354,31.277067,121.4788595,31.2790159,总签到1734人  上海市  住宅
SKYRING屋顶摩天轮,上海市西藏北路166号上海大悦城北座楼顶,总签到3061人,上海市,公园,上海市静安区西藏北路166号上海大悦城(2期)北座摩天轮(上海大悦城北座店),121.472061,31.244533,121.4675314,31.24646439,总签到3061人  上海市  公园
上海万达瑞华酒店,上海市中山东二路538号,月签到15人,上海市,五星级宾馆,上海市黄浦区中山东二路538号上海万达瑞华酒店,121.496702,31.227796,121.4922591,31.22980615,月签到15人  上海市  五星级宾馆
新大陆广场,上海市南泉北路528号(商城路地铁站2号口步行260米),月签到14人,上海市,商场,上海市浦东新区南泉北路528-1号商城路新大陆广场,121.518765,31.229369,121.5144008,31.23144385,月签到14人  上海市  商场
SMG广电大厦,上海市南京西路651号(南京西路地铁站5号口步行290米),月签到13人,上海市,楼宇,上海市静安区南京西路651号南京西路地铁站5号口SMG广电大厦,121.464992,31.230253,121.4604416,31.23217249,月签到13人  上海市  楼宇
珠江创意中心,上海市灵石路695号,月签到10人,上海市,楼宇,上海市静安区灵石路695弄珠江创意中心,121.449459,31.284294,121.4448617,31.28615454,月签到10人  上海市  楼宇
上海静安瑞吉酒店,上海市北京西路1008号(南京西路地铁站1号口步行450米),月签到33人,上海市,五星级宾馆,上海市静安区北京西路1008号南京西路站(13号口) 1号上海静安瑞吉酒店,121.456244,31.23124,121.4516686,31.23313816,月签到33人  上海市  五星级宾馆
华东花苑,上海市罗城路799弄,总签到541人,上海市,住宅,上海市徐汇区罗城路799弄华东花苑(西北门),121.433733,31.148385,121.4291153,31.15028282,总签到541人  上海市  住宅
金桥国际商业广场,上海市张杨路3611号(金桥路地铁站3号口步行220米),月签到31人,上海市,商场,上海市浦东新区金桥路地铁站3号口金桥镇国际,121.57868,31.256087,121.5744633,31.25826997,月签到31人  上海市  商场
上大阳光乾宁园,上海市上大路218弄1-67号,总签到328人,上海市,住宅,上海市宝山区上大路218弄1-67号上大阳光乾宁园(西门),121.402601,31.311357,121.3979425,31.31315796,总签到328人  上海市  住宅
金陵东路渡口(轮渡站),上海市中山东二路(外滩)141,总签到1226人,上海市,港口码头,上海市黄浦区中山东二路外滩141号金陵东路渡口(轮渡站),121.493308,31.232381,121.4888525,31.23437886,总签到1226人  上海市  港口码头
浦江智汇园,上海市联航路1399弄1-35号,总签到1056人,上海市,住宅,上海市闵行区联航路1399弄1-35号浦江智汇园(西北门),121.52005,31.077019,121.515703,31.0791769,总签到1056人  上海市  住宅
西郊庄园,上海市闵行区,总签到1466人,上海市,住宅,上海市闵行区西郊庄园(保乐路),121.283717,31.197585,121.279266,31.19960191,总签到1466人  上海市  住宅
捷豹上海交响音乐厅,上海市复兴中路1380号(常熟路地铁站4号口步行450米),总签到4948人,上海市,音乐厅,上海市徐汇区复兴中路1380号常熟路捷豹上海交响音乐厅,121.451646,31.211519,121.4470604,31.21341643,总签到4948人  上海市  音乐厅
香港广场购物中心,上海市淮海中路283号,总签到2246人,上海市,商场,上海市黄浦区淮海中路283号香港广场购物中心,121.475147,31.222889,121.4706293,31.22483872,总签到2246人  上海市  商场
上海建国宾馆,上海市徐汇区漕溪北路439号上海建国宾馆有限公司,总签到2955人,上海市,四星级宾馆,上海市徐汇区漕溪北路439号上海建国宾馆,121.438168,31.189751,121.4335546,31.19163421,总签到2955人  上海市  四星级宾馆
武定坊,上海市武定路600弄之1-36号,总签到856人,上海市,住宅,上海市静安区武定路600弄1-36号武定坊(西南门),121.4491,31.232923,121.4445063,31.23480517,总签到856人  上海市  住宅
宝宸怡景园,上海市三泉路1859弄1-132号,总签到1619人,上海市,住宅,上海市宝山区三泉路1859弄1-132号宝宸怡景园(西南门),121.43298,31.3306,121.4283452,31.33241475,总签到1619人  上海市  住宅
中信广场,上海市四川北路859号(近海宁路),总签到2654人,上海市,商场,上海市虹口区四川北路859号,121.484254,31.248357,121.4797651,31.25032089,总签到2654人  上海市  商场
上海大厦-外滩,上海市北苏州路20号,月签到338人,上海市,出行住宿,上海市虹口区北苏州路20号上海大厦,121.489912,31.244415,121.4854433,31.24639727,月签到338人  上海市  出行住宿
上海绿城,上海市锦和路99弄1-127、133号,总签到2308人,上海市,住宅,上海市浦东新区锦和路99弄上海绿城,121.533312,31.205126,121.528998,31.20725196,总签到2308人  上海市  住宅
太平湖,上海市湖滨路168号,总签到5772人,上海市,景点,上海市黄浦区湖滨路168号太平湖,121.477885,31.219851,121.4733767,31.22180976,总签到5772人  上海市  景点
龙漕路(地铁站),上海市(在建)23号线;12号线;3号线,总签到2673人,上海市,地铁站,上海市徐汇区龙漕路(地铁站),121.444383,31.169458,121.439784,31.17136204,总签到2673人  上海市  地铁站
万科城市花园,上海市七莘路3333,总签到3034人,上海市,住宅,上海市闵行区七莘路万科,121.314332,31.196156,121.3098229,31.19812554,总签到3034人  上海市  住宅
东方曼哈顿,上海市虹桥路128号-168号(徐家汇地铁站1号口步行470米),总签到1199人,上海市,住宅,上海市徐汇区虹桥路128号徐家汇徐汇东方曼哈顿,121.433509,31.19148,121.4288871,31.19335546,总签到1199人  上海市  住宅
上海宝华万豪酒店,上海市广中西路333号,月签到13人,上海市,五星级宾馆,上海市静安区广中西路333号上海宝华万豪酒店,121.445952,31.280047,121.4413469,31.28190244,月签到13人  上海市  五星级宾馆
银都苑西区,上海市银都路3118弄8~10区,总签到433人,上海市,住宅,上海市闵行区银都路三一一八弄8区银都苑西区,121.393531,31.094986,121.3888932,31.09689259,总签到433人  上海市  住宅
正大广场,上海市陆家嘴西路168号(陆家嘴地铁站1号入口步行250米),月签到139人,上海市,商场,上海市浦东新区陆家嘴西路168号陆家嘴正大广场,121.49917,31.236752,121.4947352,31.23876544,月签到139人  上海市  商场
海底捞火锅(长寿路店),上海市长寿路468号中环大厦4层(长寿路地铁站1号口旁),总签到7390人,上海市,火锅店,上海市普陀区长寿路街道468号长寿路地铁站1号口海底捞火锅(长寿路店),121.436819,31.240117,121.4321987,31.24197417,总签到7390人  上海市  火锅店
海底捞火锅(吴中路店),上海市吴中路1100号天弘商务楼1-2层,总签到748人,上海市,火锅店,上海市闵行区吴中路1100号天弘商务楼1-2层海底捞火锅(吴中路店),121.386656,31.177344,121.3820152,31.17921016,总签到748人  上海市  火锅店
复旦大学邯郸校区北苑学生生活园区,上海市武东路57号,总签到3605人,上海市,住宅,上海市杨浦区武东路57号复旦大学邯郸校区北苑学生生活园区(西北门),121.495607,31.302839,121.4911537,31.30481372,总签到3605人  上海市  住宅
广海花园,上海市七莘路2315弄,总签到589人,上海市,住宅,上海市闵行区七莘路广海花园,121.35437,31.144981,121.3497775,31.14690276,总签到589人  上海市  住宅
上海国家会计学院,上海市盈港东路777号,月签到25人,上海市,高校,上海市青浦区盈港东路777号上海国家会计学院,121.291229,31.177703,121.2867676,31.17971999,月签到25人  上海市  高校
长海新村,上海市中原路32弄之1-85号(翔殷路地铁站1号口步行390米),总签到429人,上海市,住宅,上海市杨浦区中原路32弄翔殷路长海新村(西门),121.532365,31.308918,121.5280393,31.31099627,总签到429人  上海市  住宅
