name,address,check,city,type,outputaddress,gcj02_lng,gcj02_lat,wgs84_lng,wgs84_lat,subtitle
复地·雅园公馆,上海市昼锦路180弄,总签到1228人,上海市,住宅,上海市黄浦区昼锦路180弄,121.490908,31.223135,121.4864447,31.22513,总签到1228人  上海市  住宅
那时新疆·大月氏(长泰广场店),上海市金科路长泰广场西区b1-604号,总签到49人,上海市,中餐厅,上海市浦东新区金科路长泰广场西区,121.601204,31.205361,121.5970052,31.20757512,总签到49人  上海市  中餐厅
红星·美凯龙一号店,上海市普陀区长征镇红星世贸大厦红星美凯龙南馆(真北店),总签到240人,上海市,购物,上海市普陀区长征镇红星世贸大厦红星美凯龙南馆,121.385744,31.238067,121.3810986,31.23990454,总签到240人  上海市  购物
SHIZUKA鮨·笑鱼(世纪汇店),上海市世纪大道1192号世纪汇广场写字楼二座1楼大堂L1-024b号,总签到224人,上海市,日本料理,上海市浦东新区世纪大道世纪汇广场(商场),121.52719,31.227446,121.5228545,31.22954524,总签到224人  上海市  日本料理
淮海中路1号,上海市黄浦区,总签到79人,上海市,其他,上海市黄浦区,121.48442,31.231661,121.4799331,31.23363294,总签到79人  上海市  其他
金陵东路浙江南路公交站,上海市上海金陵东路浙江南路,总签到262人,上海市,公交站,上海市黄浦区金陵东路浙江南路,121.483129,31.228445,121.4786379,31.23041469,总签到262人  上海市  公交站
上海电机学院(临港校区),上海市水华路300号,月签到14人,上海市,高校,上海市浦东新区水华路300号,121.885286,30.887281,121.8811938,30.88966461,月签到14人  上海市  高校
建德花园紫荆苑,上海市上海棕榈路301弄,总签到89人,上海市,楼宇,上海市普陀区棕榈路301弄,121.360914,31.237613,121.3563014,31.23947866,总签到89人  上海市  楼宇
On Stage,上海市长宁区淮海西路570号红坊艺术文化社区A2(近虹桥路),总签到1091人,上海市,酒吧,上海市长宁区淮海西路红坊虹桥路,121.387327,31.197763,121.3826839,31.19961855,总签到1091人  上海市  酒吧
双秀西园,上海市梓康路580弄,总签到276人,上海市,住宅,上海市浦东新区梓康路580弄,121.561418,31.12161,121.5571846,31.12383841,总签到276人  上海市  住宅
上海新世界大丸百货,上海市南京东路228号(南京东路地铁站6号口步行157米),月签到230人,上海市,商场,上海市黄浦区南京东路街道228号南京东路站(7号口),121.484912,31.238301,121.4804262,31.24027133,月签到230人  上海市  商场
武定路,上海市静安区,总签到134人,上海市,地点,上海市静安区,121.447348,31.227718,121.4427506,31.22959912,总签到134人  上海市  地点
STAGE,上海市浦东新区滨江大道1833号B1层,总签到14人,上海市,夜店,上海市浦东新区滨江大道1833号,121.508799,31.243998,121.5043983,31.24603703,总签到14人  上海市  夜店
Liquid Laundry(淮海中路店),上海市淮海中路1028号嘉华坊2楼(近东湖路),总签到64人,上海市,西餐厅,上海市徐汇区淮海中路1028号嘉华坊2楼,121.455728,31.215951,121.4511525,31.21785516,总签到64人  上海市  西餐厅
复旦大学附属上海市公共卫生临床中心,上海市漕廊公路2901号,总签到1044人,上海市,医院,上海市金山区漕廊公路2901号,121.339309,30.790055,121.3347783,30.79220724,总签到1044人  上海市  医院
聚九门老北京铜锅涮肉(长风大悦城店),上海市大渡河路168弄56号402-01号商铺,,上海市,火锅店,上海市普陀区大渡河路168弄56号,121.395511,31.222148,121.3908614,31.22398803,  上海市  火锅店
,上海市nan,,,,上海市,121.473667,31.230525,121.4691438,31.23246711,
鸟啸炭火烧酒场 by MIG(瑞金二路店),上海市瑞金二路75号1层,总签到138人,上海市,日本料理,上海市黄浦区瑞金二路75号1层,121.464532,31.216986,121.4599814,31.21891055,总签到138人  上海市  日本料理
东昌电影院,上海市南泉北路150,总签到81人,上海市,电影院,上海市浦东新区南泉北路150号,121.515864,31.237318,121.511489,31.23938084,总签到81人  上海市  电影院
文兴酒家上海晶品店,上海市愚园路68号晶品crystal galleria6层,总签到197人,上海市,餐饮,上海市静安区愚园路晶品(正门),121.446247,31.224936,121.4416473,31.22681631,总签到197人  上海市  餐饮
美伦大楼,上海市南京东路161号(南京东路地铁站7号口步行270米),总签到73人,上海市,楼宇,上海市黄浦区南京东路街道南京东路地铁站7号口,121.484935,31.238202,121.4804493,31.24017245,总签到73人  上海市  楼宇
Chair Club(静安店),上海市海防路555号8幢102室,月签到11人,上海市,酒吧,上海市静安区海防路555号8幢,121.443555,31.236727,121.4389483,31.23859689,月签到11人  上海市  酒吧
南京东路[地铁站],"上海市地铁10号线,地铁2号线",总签到79人,上海市,地铁站,,,,,,总签到79人  上海市  地铁站
Pure Yoga(中环广场店),上海市淮海中路381号中环广场三层L3-1室,总签到112人,上海市,运动场所,上海市黄浦区淮海中路381号中环广场,121.472938,31.222032,121.4684132,31.22397609,总签到112人  上海市  运动场所
闵行区,上海市闵行区,月签到31人,上海市,区县,上海市闵行区,121.380857,31.112834,121.376227,31.11473874,月签到31人  上海市  区县
TX淮海年轻力中心,上海市淮海中路523号,月签到52人,上海市,商场,上海市徐汇区上海市淮海中路,121.451644,31.213458,121.4470582,31.2153545,月签到52人  上海市  商场
日矢HIYA,上海市南京东路199号(上海艾迪逊酒店27楼),总签到655人,上海市,日本料理,上海市黄浦区南京路步行街199号上海艾迪逊酒店(东门),121.486551,31.237734,121.482071,31.23970938,总签到655人  上海市  日本料理
上海陆家嘴中心L mall,上海市浦东南路899陆家嘴中心老佛爷百货商场LG层靠近广场大屏左边的入口,月签到152人,上海市,商场,上海市浦东新区浦东南路陆家嘴中心,121.516194,31.231338,121.5118207,31.23340454,月签到152人  上海市  商场
屋里厢石库门博物馆,上海市黄浦区太仓路181弄25号,总签到197人,上海市,博物馆,上海市黄浦区太仓路181弄25号,121.477243,31.222026,121.4727324,31.22398194,总签到197人  上海市  博物馆
宝杨宝龙广场,上海市同济路669弄1-10号近宝杨路,月签到12人,上海市,商场,上海市宝山区同济路669弄1-10号,121.481938,31.395145,121.4774284,31.39704824,月签到12人  上海市  商场
BELLOCO倍乐创意韩国料理(前滩店),上海市浦东新区自由贸易试验区耀体路212号1层L124店铺,总签到270人,上海市,餐饮,上海市浦东新区耀体路212号,121.476706,31.153003,121.4721995,31.15499182,总签到270人  上海市  餐饮
嘉定区人民政府,上海市上海嘉定区博乐南路111号,总签到904人,上海市,楼宇,上海市嘉定区博乐南路111号,121.265374,31.375869,121.2609288,31.37783049,总签到904人  上海市  楼宇
SOLANA,上海市武定路1085号,总签到150人,上海市,墨西哥菜,上海市静安区武定路1085号,121.441753,31.230046,121.4371431,31.23191579,总签到150人  上海市  墨西哥菜
上海滩,上海市东方新天地GG038、GG05、KK03,总签到66人,北京市,购物,,,,,,总签到66人  北京市  购物
南浦大厦,上海市中山南路1088号、1078号、1068号,总签到100人,上海市,楼宇,上海市黄浦区中山南路1088号,121.503662,31.21148,121.4992456,31.21351877,总签到100人  上海市  楼宇
囍旺咖啡  SeeWant Cafe,上海市东方路989号中达广场大堂,总签到33人,上海市,甜品店,上海市浦东新区东方路989号中达广场,121.529403,31.221298,121.5250752,31.22340604,总签到33人  上海市  甜品店
李八哥成都市井火锅,上海市武川路49-51号,总签到12人,上海市,火锅店,上海市杨浦区武川路49号,121.494699,31.300847,121.4902426,31.30281978,总签到12人  上海市  火锅店
日晖新城,上海市零陵北路9弄之1-5(大木桥路地铁站1号口步行360米),总签到356人,上海市,住宅,上海市徐汇区零陵北路9弄1-5号大木桥路站,121.463639,31.193711,121.4590878,31.19564459,总签到356人  上海市  住宅
肯德基(上海东江湾餐厅),上海市东江湾路444号,总签到50人,上海市,餐饮,上海市虹口区东江湾路444号,121.480438,31.27088,121.475934,31.27282313,总签到50人  上海市  餐饮
石化十五村,上海市合浦路159号,总签到48人,上海市,住宅,上海市金山区合浦路159号,121.341466,30.706481,121.3369377,30.70867271,总签到48人  上海市  住宅
花亭日本料理,上海市上海闵行区都市路5001号仲盛世界广场5楼,总签到280人,上海市,日本料理,上海市闵行区都市路5001号,121.389065,31.108304,121.3844285,31.1102053,总签到280人  上海市  日本料理
八十八亩田米文化体验地,上海市虹洋公路,总签到80人,上海市,运动健身,上海市松江区虹洋公路,121.355677,30.942794,121.3510994,30.9448295,总签到80人  上海市  运动健身
梵高星空艺术馆,上海市南京东路800号第一人民百货C馆8楼,月签到10人,上海市,美术馆,上海市黄浦区南京东路街道800号C馆(上海市第一百货商店),121.475298,31.235611,121.4707797,31.23755525,月签到10人  上海市  美术馆
上海六百,上海市肇嘉浜路1068号(徐家汇地铁站14号口旁),总签到819人,上海市,商场,上海市徐汇区肇嘉浜路1068号徐家汇站(14号口),121.43965,31.19437,121.435039,31.19625331,总签到819人  上海市  商场
华容小区,上海市华容路111弄之1-7号,总签到194人,上海市,住宅,上海市徐汇区华容路111弄之1,121.44991,31.179951,121.4453228,31.18186038,总签到194人  上海市  住宅
DC-Town官方微博,上海市向阳路855号,,上海市,公司,上海市闵行区向阳路855号,121.425395,31.069597,121.420772,31.07152806,  上海市  公司
红宝石(莘庄店),上海市莘朱路373号(近都市路),总签到194人,上海市,糕饼店,上海市闵行区莘朱路,121.41022,31.1171,121.4055802,31.11899403,总签到194人  上海市  糕饼店
同济大学附属东方医院总院,上海市即墨路150号,总签到540人,上海市,医院,上海市浦东新区即墨路150号,121.512779,31.237715,121.5083931,31.23976864,总签到540人  上海市  医院
姚稷大铁锅(崂山路店),上海市崂山路706号(浦电路6号线地铁站4号口步行380米),总签到158人,上海市,东北菜,上海市浦东新区崂山路706号浦电路6号,121.523339,31.221788,121.5189911,31.22387931,总签到158人  上海市  东北菜
西西弗书店(龙湖上海闵行天街店),上海市剑川路1000号龙湖上海闵行天街F1层,总签到102人,上海市,书店,上海市闵行区龙湖天街(龙湖虹桥天街购物中心店)f1号,121.313494,31.190189,121.3089873,31.19216303,总签到102人  上海市  书店
上海市基督教吴淞堂,上海市宝杨路74号,总签到299人,上海市,寺庙道观教堂,上海市宝山区宝杨路74号,121.501206,31.402553,121.4967645,31.4045113,总签到299人  上海市  寺庙道观教堂
牛New寿喜烧(百联世纪购物中心店),上海市世纪大道1217号百联世纪4楼,总签到235人,上海市,日本料理,上海市浦东新区世纪大道1217号百联,121.517561,31.230001,121.5131926,31.23207211,总签到235人  上海市  日本料理
壹泰东南亚主题餐厅嘉定州桥店,上海市南下塘街16,总签到145人,上海市,东南亚餐厅,上海市嘉定区南下塘街16号,121.251311,31.384207,121.246872,31.38617061,总签到145人  上海市  东南亚餐厅
克丽缇娜直营店,上海市淮海中路靠近宝庆路(常熟路地铁站7号口步行170米),总签到24人,上海市,生活服务,上海市徐汇区淮海中路靠近宝庆路常熟路地铁站7号口,121.449222,31.212715,121.4446303,31.21460689,总签到24人  上海市  生活服务
上海薇爱酒店（桃浦店）,上海市普陀区桃浦路306号4楼(近中环百联),总签到13人,上海市,三星级宾馆,上海市普陀区桃浦路306号,121.394791,31.260487,121.3901383,31.26230994,总签到13人  上海市  三星级宾馆
more skatepark室内滑板场,上海市金沙江支路200号国金体育中心综合馆3楼,总签到67人,上海市,运动场所,上海市嘉定区金沙江支路200号,121.351794,31.241284,121.3471983,31.24316259,总签到67人  上海市  运动场所
鸿姐老火锅(静安店),上海市愚园东路20号(东海广场3号楼对面),总签到796人,上海市,火锅店,上海市静安区愚园东路20号东海广场3号楼对面,121.449122,31.226421,121.4445289,31.22830622,总签到796人  上海市  火锅店
滨江大道跑步起点,上海市船厂1862(即墨路北),总签到53人,上海市,住宅,上海市浦东新区上海船厂1862商场,121.514561,31.244469,121.5101808,31.24652481,总签到53人  上海市  住宅
五月罗马海鲜自助餐厅,上海市南泉北路528号新大陆广场(北楼)4层401A,总签到379人,上海市,自助,上海市浦东新区南泉北路528-1号新大陆广场,121.518765,31.229369,121.5144008,31.23144385,总签到379人  上海市  自助
三川烧肉Mikawa(南昌路本店),上海市南昌路509号401-402室,总签到338人,上海市,日本料理,上海市徐汇区南昌路509号,121.45974,31.21497,121.4551756,31.21688385,总签到338人  上海市  日本料理
浦江晓月臻品淮扬菜(正大广场),上海市陆家嘴西路168号正大广场F5,总签到57人,上海市,上海菜,上海市浦东新区陆家嘴西路168号正大广场5层,121.498921,31.236217,121.4944854,31.23822994,总签到57人  上海市  上海菜
2020豫园新春民俗艺术灯会,上海市黄浦区方浜中路265号,总签到11人,上海市,未知分类,上海市黄浦区方浜中路265号,121.492013,31.225546,121.4875534,31.22754316,总签到11人  上海市  未知分类
Mandrill Shanghai山魈上海,上海市愚园路1258号101-1号(绿地商务大厦一楼),总签到360人,上海市,酒吧,上海市长宁区愚园路1258号101-1号绿地商务大厦,121.425884,31.219367,121.4212486,31.22121967,总签到360人  上海市  酒吧
肯德基吴江路餐厅,上海市茂名北路328号众怡湟普美食汇1层,总签到95人,上海市,餐饮,上海市静安区茂名北路328号众怡湟普美食汇,121.458926,31.228966,121.4543582,31.23087136,总签到95人  上海市  餐饮
佘山银湖别墅二期,上海市泗陈公路2888号,总签到227人,上海市,住宅,上海市松江区泗陈公路2888号,121.237156,31.119497,121.2327376,31.12157283,总签到227人  上海市  住宅
外滩99,上海市天潼路,总签到59人,上海市,住宅,上海市虹口区天潼路,121.483762,31.244176,121.4792717,31.24614034,总签到59人  上海市  住宅
蓝波万时尚精品酒店吴淞店,上海市同济路311号,总签到75人,上海市,旅馆招待所,上海市宝山区同济路311号,121.488641,31.3829,121.4841559,31.38482635,总签到75人  上海市  旅馆招待所
集社,上海市黄浦区长乐路462号,总签到117人,上海市,楼宇,上海市黄浦区长乐路462号,121.458023,31.2207,121.4534534,31.22260713,总签到117人  上海市  楼宇
王家沙点心店(南京西路总店),上海市南京西路805号(南京西路地铁站11号口步行90米),总签到1503人,上海市,中餐厅,上海市静安区南京西路805号南京西路站(13号口),121.45916,31.227679,121.4545929,31.22958551,总签到1503人  上海市  中餐厅
DEARYOU日式咖啡馆(进贤路店),上海市进贤路211号底层前客堂,总签到199人,上海市,咖啡厅,上海市黄浦区进贤路211号,121.458485,31.221232,121.4539166,31.22313994,总签到199人  上海市  咖啡厅
大馥·炭火烧肉屋(世纪大都会店),上海市福山路312号世纪大都会地下1层(汉堡王隔壁)(世纪大道站-5号口),总签到40人,上海市,日本料理,上海市浦东新区福山路浦东世纪大都会,121.527941,31.229307,121.5236078,31.2314074,总签到40人  上海市  日本料理
星洲小馆(建国中路店),上海市建国中路65弄1号,总签到132人,上海市,餐饮,上海市黄浦区建国中路65弄1号,121.469668,31.209644,121.4651338,31.21158524,总签到132人  上海市  餐饮
梅赛德斯-奔驰文化中心,上海市世博大道1200号,月签到920人,上海市,文化宫,上海市浦东新区世博大道1200号,121.493166,31.188482,121.4887137,31.19050049,月签到920人  上海市  文化宫
花悦庭果木烤鸭(九六广场),上海市东方路796号九六广场F2-205,总签到47人,上海市,北京菜,上海市浦东新区东方路796号九六广场2层,121.525375,31.22802,121.5210334,31.23011402,总签到47人  上海市  北京菜
宅一天轰趴别墅(上海金山名都店),上海市朱泾镇沈浦泾路668弄26号,,上海市,旅馆招待所,上海市金山区朱泾镇沈浦泾路668弄,121.17597,30.903945,121.1714822,30.90606345,  上海市  旅馆招待所
红墅・1858,上海市弘翔路555弄1~249号,总签到161人,上海市,住宅,上海市松江区弘翔路555弄1-249号,121.180804,31.033826,121.1763149,31.03587684,总签到161人  上海市  住宅
麦当劳,上海市杨浦区四平路街道控江路紫荆广场(江浦路),总签到35人,上海市,餐饮,上海市杨浦区四平路街道街道控江路紫荆广场(江浦路),121.516719,31.275112,121.5123438,31.27716077,总签到35人  上海市  餐饮
虹桥大仕馆,上海市长宁区宋园路116号,总签到118人,上海市,住宅,上海市长宁区宋园路116号,121.41047,31.189396,121.405824,31.1912523,总签到118人  上海市  住宅
川杨新苑6期,上海市张东路与中科路交叉口北100米,总签到470人,上海市,住宅,上海市浦东新区张东路/中科路,121.639472,31.190438,121.6352437,31.19262534,总签到470人  上海市  住宅
青云路,上海市上海闸北区青云路,总签到329人,上海市,其他,上海市静安区青云路,121.470288,31.262355,121.4657512,31.26427381,总签到329人  上海市  其他
通巷六号·蓉派川菜(南京西路店),"上海市南京西路702号3楼(南京西路与青海路交叉口,青海路口对面)",总签到69人,上海市,中餐厅,上海市静安区南京西路702号青海路交叉口,121.465658,31.227913,121.4611098,31.22983525,总签到69人  上海市  中餐厅
源地凯旋花苑,上海市中漕路111号,总签到101人,上海市,住宅,上海市徐汇区中漕路111号,121.433334,31.183918,121.4287125,31.18579698,总签到101人  上海市  住宅
爱家亚洲花园东区,上海市东绣路1085弄12号,总签到1096人,上海市,住宅,上海市浦东新区东绣路1085弄12号,121.536116,31.198782,121.5318112,31.20091812,总签到1096人  上海市  住宅
长江国际商业购物中心,上海市殷高西路333号,总签到1448人,上海市,商场,上海市宝山区上海市殷高西路578号,121.472382,31.31969,121.467847,31.32159134,总签到1448人  上海市  商场
POPGYM,上海市复兴东路55号,总签到52人,上海市,运动健身,上海市黄浦区复兴东路55号,121.501965,31.222195,121.4975416,31.22422359,总签到52人  上海市  运动健身
上海普陀保时捷中心,上海市云岭西路638号,总签到117人,上海市,汽车服务,上海市普陀区云岭西路638号,121.367061,31.232566,121.3624386,31.23442526,总签到117人  上海市  汽车服务
田林十三村,上海市田林十三村17正东方向40米,总签到633人,上海市,住宅,上海市徐汇区田林十三村,121.424739,31.173275,121.4201062,31.17514913,总签到633人  上海市  住宅
香朵开心农场别墅,上海市崇明区小星公路1500号,总签到49人,上海市,休闲娱乐,上海市崇明区小星公路1500号,121.354145,31.743378,121.3495007,31.74517039,总签到49人  上海市  休闲娱乐
上海交通大学医学院附属同仁医院仙霞路院区,上海市仙霞路1111号(近林泉路),总签到968人,上海市,医院,上海市长宁区仙霞路林泉路,121.375386,31.207841,121.3707539,31.20970188,总签到968人  上海市  医院
上海佘山世茂洲际酒店,上海市辰花路5888号,月签到15人,上海市,五星级宾馆,上海市松江区辰花路5888号,121.155082,31.059398,121.1505391,31.06138629,月签到15人  上海市  五星级宾馆
云来集素斋馆,上海市昆明路101,总签到55人,上海市,餐饮,上海市虹口区昆明路101号,121.507214,31.255489,121.5028067,31.2575182,总签到55人  上海市  餐饮
东部集团兰港大楼,上海市逸仙路167弄,总签到37人,上海市,住宅,上海市杨浦区逸仙路167弄,121.48989,31.296301,121.4854168,31.29826123,总签到37人  上海市  住宅
宛平路,上海市徐汇区,总签到41人,上海市,地点,上海市徐汇区,121.436307,31.188334,121.4316902,31.19021505,总签到41人  上海市  地点
L‘ECLAIR DE GeNIE法国闪电泡芙(上海新天地店),上海市黄浦区淮海中路333号新天地plaza三楼10A-10B空中花园,总签到436人,上海市,甜品店,上海市徐汇区新天地(谨斜小区店)空中花园(绿地缤纷城店),121.456615,31.184016,121.4520447,31.18593775,总签到436人  上海市  甜品店
交大慧谷培训中心,上海市徐汇区乐山路33号2号楼4楼(广元西路口),总签到297人,上海市,楼宇,上海市徐汇区乐山路33号2号楼,121.432357,31.196175,121.4277329,31.19804657,总签到297人  上海市  楼宇
上南路德州路站,上海市上海上南路德州路,总签到64人,上海市,其他,上海市浦东新区上南路德州路,121.497257,31.168726,121.4928211,31.17076674,总签到64人  上海市  其他
LAVAZZA咖啡(官方咖啡店),上海市长宁区愚园路8号1层5室,总签到378人,上海市,咖啡厅,上海市长宁区愚园路8号1层,121.446755,31.225888,121.4421564,31.22776883,总签到378人  上海市  咖啡厅
星河世纪城星月蓝湾Ｂ区,上海市桃浦路300弄单号,总签到184人,上海市,住宅,上海市普陀区桃浦路300弄,121.395765,31.261947,121.3911118,31.26376901,总签到184人  上海市  住宅
复旦大学附属中山医院(东院区)16号楼-西北门,上海市枫林路与斜土路交叉口东北方向130米,总签到17人,上海市,地点,上海市徐汇区枫林路/斜土路,121.455814,31.195808,121.4512405,31.19772209,总签到17人  上海市  地点
海底捞火锅(长寿路店),上海市长寿路468号中环大厦4层(长寿路地铁站1号口旁),总签到7391人,上海市,火锅店,上海市普陀区长寿路468号,121.436761,31.240095,121.4321406,31.24195209,总签到7391人  上海市  火锅店
曜影医疗(前滩世贸门诊部),上海市东育路255号前滩世贸中心1期S7号203室和3楼全层,总签到27人,上海市,医院,上海市浦东新区东育路255号前滩世贸中心1期,121.482326,31.157313,121.4778382,31.15931549,总签到27人  上海市  医院
Nous麓眠设计师民宿,上海市七星村157号,总签到138人,上海市,民宿,上海市浦东新区七星村157号,121.681867,31.122856,121.6775668,31.12500197,总签到138人  上海市  民宿
东菱花苑,上海市创新西路76号,总签到138人,上海市,住宅,上海市浦东新区创新西路76号,121.657148,31.203827,121.6528885,31.20597794,总签到138人  上海市  住宅
武康路老公寓,上海市武康路391号,总签到38人,上海市,住宅,上海市徐汇区武康路391号,121.439142,31.205925,121.434529,31.20780184,总签到38人  上海市  住宅
好乐迪(中庚店),上海市闵行区万源南路99弄街区2号楼中庚漫游城4层,总签到1223人,上海市,KTV,上海市闵行区万源南路99弄中庚漫游城4层,121.397423,31.133561,121.3927805,31.13544529,总签到1223人  上海市  KTV
莘庄工业区,上海市闵行区莘庄工业区,总签到78人,上海市,地标,上海市闵行区莘庄工业区,121.37007,31.077648,121.3654564,31.07958386,总签到78人  上海市  地标
西贝莜面村大宁店,上海市共和新路2008号大宁国际商业广场12座5楼,总签到593人,上海市,西北菜,上海市静安区共和新路2008号大宁国际商业广场12座5楼,121.451798,31.274021,121.4472073,31.27589061,总签到593人  上海市  西北菜
七宝万科广场,上海市漕宝路3366号,月签到64人,上海市,商场,上海市闵行区漕宝路3366号,121.352446,31.15742,121.3478562,31.15933843,月签到64人  上海市  商场
黑石公寓旧址,上海市复兴中路1331号,总签到2454人,上海市,景点,上海市徐汇区复兴中路1331号,121.452467,31.211,121.4478835,31.21289941,总签到2454人  上海市  景点
共和新路1207号,上海市静安区,,上海市,其他,上海市静安区,121.447348,31.227718,121.4427506,31.22959912,  上海市  其他
上海福山外国语小学,上海市商城路1088号,总签到178人,上海市,小学,上海市浦东新区商城路1088号,121.526153,31.233694,121.5218135,31.23578753,总签到178人  上海市  小学
上海交响音乐博物馆,上海市宝庆路3号(常熟路地铁站7号口步行120米),总签到261人,上海市,博物馆,上海市徐汇区宝庆路常熟路地铁站7号口,121.449222,31.212715,121.4446303,31.21460689,总签到261人  上海市  博物馆
海狮大厦,上海市陆家浜路88号(南浦大桥地铁站1号口步行300米),总签到100人,上海市,楼宇,上海市黄浦区陆家浜路88号,121.502635,31.206941,121.4982153,31.20897887,总签到100人  上海市  楼宇
上海铁路局南翔站,上海市上海翔铁中路,总签到120人,上海市,未知分类,上海市嘉定区翔铁中路,121.317704,31.276697,121.3131805,31.27862357,总签到120人  上海市  未知分类
上海浦东新区人才市场,上海市学林路36弄7号楼(地铁13号线学林路站北100米),总签到13人,上海市,生活服务,上海市浦东新区学林路36弄7号楼,121.613454,31.184295,121.6092538,31.18651444,总签到13人  上海市  生活服务
上海旗忠高尔夫俱乐部,上海市昆阳北路3888号,总签到705人,上海市,高尔夫球场,上海市闵行区昆阳北路3888号,121.356766,31.05441,121.3521768,31.05637813,总签到705人  上海市  高尔夫球场
上海电信科学技术第一研究所,上海市徐汇区平江路48号,总签到41人,上海市,未知分类,上海市徐汇区平江路48号,121.455606,31.200419,121.4510316,31.20233037,总签到41人  上海市  未知分类
Coffee Tree(武康路店),上海市武康路376号武康庭1层,总签到2031人,上海市,咖啡厅,上海市徐汇区武康路武康庭,121.439048,31.206486,121.4344348,31.20836242,总签到2031人  上海市  咖啡厅
萨瑞纳PIZZENELLA(窑烤披萨·意面),上海市静安区南京西路1818号B1-09单元,总签到14人,上海市,西餐厅,上海市静安区南京西路1818号,121.443657,31.22248,121.4390518,31.22435667,总签到14人  上海市  西餐厅
檀香别墅,上海市青溪路555弄1-30号,总签到372人,上海市,住宅,上海市长宁区青溪路555弄1-30号,121.373541,31.202759,121.3689118,31.20462437,总签到372人  上海市  住宅
Bund18,上海市中山东一路18号,总签到28人,上海市,商场,上海市黄浦区中山东一路18号,121.489707,31.238436,121.4852381,31.24042037,总签到28人  上海市  商场
衡安大楼,上海市衡山路20号,总签到152人,上海市,楼宇,上海市徐汇区衡山路20号,121.446125,31.204554,121.4415268,31.20644378,总签到152人  上海市  楼宇
上海国际医院,上海市红枫路525号,总签到141人,上海市,医院,上海市浦东新区红枫路525号,121.595767,31.239384,121.5915644,31.24158236,总签到141人  上海市  医院
一大会址·新天地(地铁站),上海市10号线;13号线,总签到164人,上海市,地铁站,上海市,121.473667,31.230525,121.4691438,31.23246711,总签到164人  上海市  地铁站
上海闵行区,上海市闵行区顾戴路1325弄5号,总签到98人,上海市,公司,上海市闵行区顾戴路1325弄5号,121.384712,31.137537,121.3800762,31.13942525,总签到98人  上海市  公司
闵行11路江月路地铁站,上海市上海江月路地铁站—兰坪路浦江路,总签到23人,上海市,地铁站,上海市闵行区兰坪路浦江路,121.426208,30.998123,121.4215922,31.00009647,总签到23人  上海市  地铁站
Currify咖喱状态(静安店),上海市武定路1101号B幢B101,总签到264人,上海市,餐饮,上海市静安区武定路1101号,121.441412,31.229459,121.4368015,31.23132848,总签到264人  上海市  餐饮
南桥宝龙广场,上海市航南公路5639号(环城东路地铁站出入口旁),月签到14人,上海市,商场,上海市奉贤区航南公路5639号,121.462702,30.929756,121.4581706,30.93183586,月签到14人  上海市  商场
奉城镇公交站,上海市奉贤区奉城镇川南奉公路9992号,总签到137人,上海市,公交站,上海市奉贤区奉城镇川南奉公路9992号,121.640159,30.911733,121.6359527,30.91407696,总签到137人  上海市  公交站
嘉汇华美达大酒店(Ramada Plaza Gateway Shanghai),上海市徐汇区天钥桥路325号-327号(近南丹东路),总签到1644人,上海市,五星级宾馆,上海市徐汇区天钥桥南路325号,121.451534,31.166049,121.446952,31.16796881,总签到1644人  上海市  五星级宾馆
云间粮仓创意园,上海市松汇东路327号,总签到1504人,上海市,公司,上海市松江区松汇东路327号,121.242004,31.002041,121.2375971,31.00418575,总签到1504人  上海市  公司
上海对外经贸大学学生社区,上海市文汇路600号(上海视觉艺术学院对面),总签到2094人,上海市,校园,上海市松江区文汇路600号上海视觉艺术学院对面,121.206348,31.049747,121.2019041,31.05183167,总签到2094人  上海市  校园
上海松江万达广场主题公寓,上海市广富林路658弄万达广场2号,,上海市,出行住宿,上海市松江区广富林路万达广场(上海松江店)2号,121.241792,31.057996,121.2373804,31.06010809,  上海市  出行住宿
嗨跑赛车电竞场,上海市虹口区广纪路712号甲明珠创意园区,总签到12人,上海市,休闲娱乐,上海市虹口区广纪路712号甲明珠创意园(西北门),121.483911,31.292855,121.479417,31.29479906,总签到12人  上海市  休闲娱乐
上海市青浦区徐泾镇人民政府,上海市盈港东路1800,总签到43人,上海市,政府机构,上海市青浦区盈港东路1800号,121.272749,31.172671,121.2683142,31.17471167,总签到43人  上海市  政府机构
上海莱悦游艇俱乐部,上海市中山东二路275号外滩公务码头,总签到16人,上海市,休闲娱乐,上海市黄浦区中山东二路外滩,121.492156,31.233462,121.4876962,31.23545592,总签到16人  上海市  休闲娱乐
张江主题公园,上海市川北公路1539号,总签到78人,上海市,景点,上海市浦东新区川北公路1539号,121.610013,31.204566,121.6058127,31.20677749,总签到78人  上海市  景点
上海市第一人民医院,上海市虹口区海宁路100号,,上海市,医院,上海市虹口区海宁路100号,121.489097,31.253286,121.4846247,31.25526191,  上海市  医院
博威·天禧嘉苑,上海市乐秀路299弄,总签到509人,上海市,住宅,上海市嘉定区乐秀路299弄,121.313231,31.270005,121.308718,31.27194267,总签到509人  上海市  住宅
古意湘味浓(国贸汇广场店),上海市徐汇区华山路1901号上海国贸汇广场地下1层(LG1)119室,总签到33人,上海市,湖南菜,上海市徐汇区华山路1901号上海国贸汇,121.437665,31.197908,121.4330499,31.1997864,总签到33人  上海市  湖南菜
