lng,lat
121.45311547706568,31.222100587906755
121.45324885894821,31.221910983291156
121.45375738781041,31.220412862392955
121.45373333145517,31.22029586209715
121.4538055439334,31.220145100402164
121.45396401076749,31.21981562334584
121.45401616473329,31.219705796305053
121.45407834859907,31.219573003524232
121.45416259636517,31.219411275872034
121.45442537185507,31.21889513245171
121.45450761458686,31.21873939827317
121.45451363240801,31.21872741801014
121.45453168700166,31.21867848339394
121.4545597684768,31.218642566048015
121.45457681900619,31.21860862200292
121.45458985756717,31.21858366432433
121.45460690794275,31.218551719348014
121.45464201178719,31.21848483319328
121.45465003550227,31.21846985907181
121.45478042640326,31.21816630850274
121.45481352675199,31.218077428302013
121.454820549521,31.218041461848674
121.45483459489176,31.217971528000145
121.45484362647917,31.21789858382985
121.45484764013537,31.217870606534326
121.45485867441307,31.217831650926676
121.45486870441718,31.217809684896352
121.45487271635082,31.217801698105173
121.45490782122663,31.21772681608124
121.45500511040326,31.217539133828307
121.45523479473708,31.217092886745732
121.45524783352442,31.217068928886803
121.45552465599795,31.216588811321113
121.45586768536171,31.21591994352101
121.45594592056352,31.215769201429953
121.45599105626013,31.215683349784026
121.456139503077,31.21540083825289
121.45633210450364,31.214795587093118
121.4565247146589,31.214104378477685
121.45661800711983,31.213810742638678
121.45667017178125,31.213634951958458
121.4566721814135,31.213589978311347
121.45668822992948,31.21356103070023
121.45672434979618,31.213372207859894
121.45683169385198,31.21295566544743
121.45686179462135,31.212789817359294
121.45686580813438,31.21276683803348
121.45690694574816,31.21254204484166
121.45693002269422,31.21241915935234
121.45699022231408,31.212112451553413
121.45715079442172,31.210840450134672
121.45720699464842,31.210397798914713
121.45724512888764,31.210117026290252
121.45727222475898,31.209912190487056
121.45728828792186,31.209717323249368
121.45731437524488,31.20957845330292
121.45732441259048,31.209481524326574
121.45740767009478,31.20928681979509
121.45750400938982,31.20858439232955
121.45745588181457,31.208447341858047
121.45750104291582,31.208094621789144
121.45754319390277,31.20775888636622
121.45755423449133,31.207658961489287
121.45756427131525,31.20756902935352
121.45759638839893,31.20729024222799
121.45760442131713,31.207178315915964
121.45762449034783,31.207052425605287
121.45765560277692,31.206794626047728
121.45765560381126,31.20678263186143
121.45767969107027,31.206580788196664
121.45768571896467,31.206459861461333
121.45768575404476,31.20605305882467
121.45768977387691,31.205958114656784
121.45768883164341,31.2052544539896
121.45771291496308,31.205098588254764
121.458173252479,31.205130694753684
