FID,name,province,city,area,address,uid,detail_url,tag,wgs84_lng,wgs84_lat,行业大,行业子,Get_time,ha,value,visit_num
172,东方明珠公园,上海市,上海市,浦东新区,上海市浦东新区滨江大道2525弄5-25号,eef2d5281b9aa8a63be4a67d,http://api.map.baidu.com/place/detail?uid=eef2d5281b9aa8a63be4a67d&output=html&source=placeapi_v2,旅游景点;公园,121.495639,31.24305247,旅游景点,公园,2021/10/25 0:53,3.08139,1,4352
173,海粟绿地,上海市,上海市,长宁区,上海市长宁区凯旋路760号延安西路与凯旋路交叉口东北角,ef773a0fe42a723522022062,http://api.map.baidu.com/place/detail?uid=ef773a0fe42a723522022062&output=html&source=placeapi_v2,旅游景点;公园,121.4134817,31.21205281,旅游景点,公园,2021/10/25 0:53,4.84226,1,24541
174,竹园绿地,上海市,上海市,浦东新区,上海市浦东新区浦电路407号,ef773a0ffd1069362202202b,http://api.map.baidu.com/place/detail?uid=ef773a0ffd1069362202202b&output=html&source=placeapi_v2,旅游景点;公园,121.5276873,31.22286335,旅游景点,公园,2021/10/25 0:53,11.49101,1,6513
175,苏河湾中央公园,上海市,上海市,静安区,上海市静安区北苏州路与福建北路交叉口西北100米,f0baaa055fb34264081cc79b,http://api.map.baidu.com/place/detail?uid=f0baaa055fb34264081cc79b&output=html&source=placeapi_v2,旅游景点;公园,121.4738653,31.24328175,旅游景点,公园,2021/10/25 0:53,0.40444,1,15583
176,祁连公园,上海市,上海市,宝山区,上海市宝山区塘祁路1356号,f17be1b75d53c67352e5c5ed,http://api.map.baidu.com/place/detail?uid=f17be1b75d53c67352e5c5ed&output=html&source=placeapi_v2,旅游景点;公园,121.3742629,31.32882958,旅游景点,公园,2021/10/25 0:53,7.63879,1,416
177,管弄公园,上海市,上海市,普陀区,上海市普陀区管弄路29号(近华池路),f44609182e8ced6bb11e36ca,http://api.map.baidu.com/place/detail?uid=f44609182e8ced6bb11e36ca&output=html&source=placeapi_v2,旅游景点;公园,121.422963,31.25961426,旅游景点,公园,2021/10/25 0:53,1.77191,1,1158
178,北蔡休闲绿地,上海市,上海市,浦东新区,上海市浦东新区北中路571号,f4a33da9c901d30b3010afed,http://api.map.baidu.com/place/detail?uid=f4a33da9c901d30b3010afed&output=html&source=placeapi_v2,旅游景点;公园,121.5611614,31.18735179,旅游景点,公园,2021/10/25 0:53,1.60146,1,231
179,高东生态园,上海市,上海市,浦东新区,上海市浦东新区新园路998号,f55a8663c3fa524db54f5423,http://api.map.baidu.com/place/detail?uid=f55a8663c3fa524db54f5423&output=html&source=placeapi_v2,旅游景点;公园,121.6353556,31.30918212,旅游景点,公园,2021/10/25 0:53,34.21693,1,0
180,陆家嘴中心绿地,上海市,上海市,浦东新区,上海市浦东新区陆家嘴环路717号,f60a15edf3febcedba17e7b0,http://api.map.baidu.com/place/detail?uid=f60a15edf3febcedba17e7b0&output=html&source=placeapi_v2,旅游景点;风景区,121.501976,31.24002163,旅游景点,风景区,2021/10/25 0:53,9.138,1,84915
181,广场公园(延安东路),上海市,上海市,黄浦区,上海市黄浦区金陵中路与黄陂南路交叉口,f633606a5e6aff4f0b69d925,http://api.map.baidu.com/place/detail?uid=f633606a5e6aff4f0b69d925&output=html&source=placeapi_v2,旅游景点;公园,121.4704933,31.2275066,旅游景点,公园,2021/10/25 0:53,5.15361,1,131592
182,沙漠植物园,上海市,上海市,浦东新区,上海市浦东新区沔北路185号,f6a353b5f1430fb30c0a709b,http://api.map.baidu.com/place/detail?uid=f6a353b5f1430fb30c0a709b&output=html&source=placeapi_v2,旅游景点;植物园,121.6158493,31.17109886,旅游景点,植物园,2021/10/25 0:53,0.91488,1,0
183,延中广场公园春之园,上海市,上海市,黄浦区,上海市黄浦区延安高架路与延安中路交叉路口往西南约80米,f757e6ee4a8f9569260bd042,http://api.map.baidu.com/place/detail?uid=f757e6ee4a8f9569260bd042&output=html&source=placeapi_v2,旅游景点;公园,121.4604713,31.22522407,旅游景点,公园,2021/10/25 0:53,2.30281,1,31843
184,襄阳公园,上海市,上海市,徐汇区,上海市徐汇区淮海中路1008号(近襄阳北路),f757e6eea015bf16260bd0d9,http://api.map.baidu.com/place/detail?uid=f757e6eea015bf16260bd0d9&output=html&source=placeapi_v2,旅游景点;公园,121.452165,31.21898715,旅游景点,公园,2021/10/25 0:53,2.10192,1,45084
185,前滩休闲公园,上海市,上海市,浦东新区,前滩大道与园照路交叉口西北100米,f9b4af1c4757e4c6f33cba35,http://api.map.baidu.com/place/detail?uid=f9b4af1c4757e4c6f33cba35&output=html&source=placeapi_v2,旅游景点;公园,121.4634829,31.15413866,旅游景点,公园,2021/10/25 0:53,25.56426,1,164
186,培花公园,上海市,上海市,浦东新区,上海市浦东新区芳草路206~208号,f9f6b3ea4e34e14f97031966,http://api.map.baidu.com/place/detail?uid=f9f6b3ea4e34e14f97031966&output=html&source=placeapi_v2,旅游景点;公园,121.5502773,31.19568234,旅游景点,公园,2021/10/25 0:53,1.31138,1,2008
187,爱思儿童公园,上海市,上海市,虹口区,上海市虹口区海伦路499号,fa81867b7dfc6424d23ce354,http://api.map.baidu.com/place/detail?uid=fa81867b7dfc6424d23ce354&output=html&source=placeapi_v2,旅游景点;公园,121.4809966,31.25947078,旅游景点,公园,2021/10/25 0:53,2.75512,1,37052
188,延安公园,上海市,上海市,静安区,"上海市黄浦区长乐路与成都南路交叉路口往西北约80米
",fbaacff427890808581093e7,http://api.map.baidu.com/place/detail?uid=fbaacff427890808581093e7&output=html&source=placeapi_v2,旅游景点;公园,121.461928,31.226912,旅游景点,公园,2021/10/25 0:53,3.77638,1,31843
189,延福公园,上海市,上海市,黄浦区,上海市黄浦区宁海东路与浙江南路交叉路口往东北约50米(锦福里西北侧约50,fc767524e376d3fb4f776eab,http://api.map.baidu.com/place/detail?uid=fc767524e376d3fb4f776eab&output=html&source=placeapi_v2,旅游景点;公园,121.4782987,31.23197242,旅游景点,公园,2021/10/25 0:53,1.82172,1,33250
190,江湾公园,上海市,上海市,虹口区,上海市虹口区新市北路1505号,fd007c5e949daf11a8f72905,http://api.map.baidu.com/place/detail?uid=fd007c5e949daf11a8f72905&output=html&source=placeapi_v2,旅游景点;公园,121.4774262,31.30778238,旅游景点,公园,2021/10/25 0:53,1.02127,1,2883
191,绿波苑健康主题公园,上海市,上海市,浦东新区,上海市浦东新区兴运路10号,fee46c39570111729e95de00,http://api.map.baidu.com/place/detail?uid=fee46c39570111729e95de00&output=html&source=placeapi_v2,旅游景点;公园,121.577778,31.28837422,旅游景点,公园,2021/10/25 0:53,1.01985,1,11
192,内江公园,上海市,上海市,杨浦区,上海市杨浦区控江路261号,ffd6d4034b0cb58e17b54b21,http://api.map.baidu.com/place/detail?uid=ffd6d4034b0cb58e17b54b21&output=html&source=placeapi_v2,旅游景点;公园,121.5407198,31.28901553,旅游景点,公园,2021/10/25 0:53,1.33159,1,2034
193,南浦广场公园,上海市,上海市,浦东新区,上海市浦东新区浦东南路2277号,005861086121d3a447e274b0,http://api.map.baidu.com/place/detail?uid=005861086121d3a447e274b0&output=html&source=placeapi_v2,旅游景点;公园,121.5108385,31.20521226,旅游景点,公园,2021/10/25 0:53,3.45,1,1397
194,华山儿童公园,上海市,上海市,长宁区,上海市长宁区华山路1575号,005861089e27baa447e274a9,http://api.map.baidu.com/place/detail?uid=005861089e27baa447e274a9&output=html&source=placeapi_v2,旅游景点;公园,121.4300193,31.20602507,旅游景点,公园,2021/10/25 0:53,0.25224,1,10613
195,尊木公园,上海市,上海市,宝山区,上海市宝山区沪太路2695号尊木汇国际广场内,00dd735c18b8f9e48e7727a0,http://api.map.baidu.com/place/detail?uid=00dd735c18b8f9e48e7727a0&output=html&source=placeapi_v2,旅游景点;公园,121.406707,31.31203295,旅游景点,公园,2021/10/25 0:53,1.4798,1,2452
196,滨江公园,上海市,上海市,浦东新区,上海市浦东新区陆家嘴西路2967号,0523a141fb3ec504b23c8172,http://api.map.baidu.com/place/detail?uid=0523a141fb3ec504b23c8172&output=html&source=placeapi_v2,旅游景点;公园,121.493183,31.23746951,旅游景点,公园,2021/10/25 0:53,9.24827,1,37542
197,浦发公园,上海市,上海市,浦东新区,上海市浦东新区三林御桥路浦发公园(浦发绿城附近),06d2dffd5c6f85f789f15db7,http://api.map.baidu.com/place/detail?uid=06d2dffd5c6f85f789f15db7&output=html&source=placeapi_v2,旅游景点;公园,121.5365097,31.15079579,旅游景点,公园,2021/10/25 0:53,5.20504,1,1033
198,闵行文化公园,上海市,上海市,闵行区,上海市闵行区吴中路2019号,0892c818f9eff0680bf5eb7a,http://api.map.baidu.com/place/detail?uid=0892c818f9eff0680bf5eb7a&output=html&source=placeapi_v2,旅游景点;公园,121.3569325,31.16497209,旅游景点,公园,2021/10/25 0:53,82.19093,1,2786
199,世博公园,上海市,上海市,浦东新区,上海市浦东新区世博大道1750号,09674036148cbdc18a36ee40,http://api.map.baidu.com/place/detail?uid=09674036148cbdc18a36ee40&output=html&source=placeapi_v2,旅游景点;公园,121.4819139,31.18931962,旅游景点,公园,2021/10/25 0:53,24.18586,1,8957
200,豆香园,上海市,上海市,浦东新区,上海市浦东新区灵山路412号(桃林路口),0a15c7ec20f49de5ed74f8d9,http://api.map.baidu.com/place/detail?uid=0a15c7ec20f49de5ed74f8d9&output=html&source=placeapi_v2,旅游景点;公园,121.5359075,31.2288256,旅游景点,公园,2021/10/25 0:53,4.21982,1,9684
201,亮景公园,上海市,上海市,浦东新区,上海市浦东新区博云路与亮景路交叉路口往东北约80米,0a8322b7f0569e5581a12e68,http://api.map.baidu.com/place/detail?uid=0a8322b7f0569e5581a12e68&output=html&source=placeapi_v2,旅游景点;公园,121.6036732,31.20610153,旅游景点,公园,2021/10/25 0:53,4.86653,1,2731
202,体汇+名都体育公园,上海市,上海市,闵行区,上海市闵行区红松东路620号,0b146559b27ea40ab5147fb8,http://api.map.baidu.com/place/detail?uid=0b146559b27ea40ab5147fb8&output=html&source=placeapi_v2,旅游景点;公园,121.3941876,31.19091836,旅游景点,公园,2021/10/25 0:53,2.76359,1,2310
203,中山公园,上海市,上海市,长宁区,上海市长宁区长宁路780号,108b1cea68580fb53586f4cb,http://api.map.baidu.com/place/detail?uid=108b1cea68580fb53586f4cb&output=html&source=placeapi_v2,旅游景点;公园,121.4142098,31.22382112,旅游景点,公园,2021/10/25 0:53,18.67751,1,41268
204,松鹤公园,上海市,上海市,杨浦区,上海市杨浦区抚顺路240号,14076deeeab728f502294f21,http://api.map.baidu.com/place/detail?uid=14076deeeab728f502294f21&output=html&source=placeapi_v2,旅游景点;公园,121.5100288,31.28228415,旅游景点,公园,2021/10/25 0:53,1.30597,1,1940
205,由由公园,上海市,上海市,浦东新区,上海市浦东新区严中路300弄23号301室,149fd2acaf17ec6cc356ac63,http://api.map.baidu.com/place/detail?uid=149fd2acaf17ec6cc356ac63&output=html&source=placeapi_v2,旅游景点;公园,121.5275237,31.19160971,旅游景点,公园,2021/10/25 0:53,0.76356,1,777
206,人民公园,上海市,上海市,黄浦区,上海市黄浦区南京西路231号,1816533483da9005fa2d61ab,http://api.map.baidu.com/place/detail?uid=1816533483da9005fa2d61ab&output=html&source=placeapi_v2,旅游景点;公园,121.4685962,31.23424681,旅游景点,公园,2021/10/25 0:53,10.99136,1,138436
207,阳光绿地一期,上海市,上海市,浦东新区,上海市浦东新区金桥杨高北路阳光绿地一期,181653349b268807fb2d61d9,http://api.map.baidu.com/place/detail?uid=181653349b268807fb2d61d9&output=html&source=placeapi_v2,旅游景点;公园,121.6010649,31.27134466,旅游景点,公园,2021/10/25 0:53,4.30703,1,1444
208,金葵绿地,上海市,上海市,浦东新区,上海市浦东新区申欣路102号,1bb7cc029656ac6dc27da2eb,http://api.map.baidu.com/place/detail?uid=1bb7cc029656ac6dc27da2eb&output=html&source=placeapi_v2,旅游景点;景点,121.6230924,31.24071496,旅游景点,景点,2021/10/25 0:53,2.90408,1,1366
209,清涧公园,上海市,上海市,普陀区,上海市普陀区金鼎路650号(近万镇路),1bf85b25809c09a5a1a934ca,http://api.map.baidu.com/place/detail?uid=1bf85b25809c09a5a1a934ca&output=html&source=placeapi_v2,旅游景点;公园,121.3772721,31.26036301,旅游景点,公园,2021/10/25 0:53,1.99487,1,228
210,真如公园,上海市,上海市,普陀区,上海市普陀区大渡河路1894号(近铜川路),1cbb39b750e6af32eddfcaaf,http://api.map.baidu.com/place/detail?uid=1cbb39b750e6af32eddfcaaf&output=html&source=placeapi_v2,旅游景点;公园,121.3945641,31.25524822,旅游景点,公园,2021/10/25 0:53,6.748,1,2786
