adname,adress,divisions,lng,lat
杨家村党建公园,蒙山路与金山大道交叉口南200米,金山区,121.3363015,30.73907161
滨海公园,石化街道新城路16号,金山区,121.3414889,30.70945703
贸中广场,象州路128号,金山区,121.3407172,30.71281776
金山湾时代广场,石化八村象州路128号,金山区,121.3410784,30.71326489
金山公园,近郊朱泾镇公园路96号(朱泾公园路新汇街),金山区,121.1579187,30.89414004
汇龙湖公园,龙山路北,金山区,121.3445988,30.75144822
小公园,复旦大学附属金山医院对面,金山区,121.3313306,30.71454832
法治文化主题公园,松金公路与查梅路交叉口东南100米,金山区,121.307745,30.75669847
金水湖健康主题公园,九工路志诚路路口,金山区,121.3054934,30.83353547
秦望山百草园,张堰镇漕廊公路8097号,金山区,121.2592886,30.79034022
白漾村法治公园,红光路与漾平路交叉口西南40米,金山区,121.2332802,30.85564361
东礁苑,龙临街与东园街交叉口西北100米,金山区,121.3370451,30.72527025
枫溪公园,枫泾镇新泾路45号,金山区,121.013292,30.88772328
马棚文化公园,南阳港西路与山海路交叉口西120米,金山区,121.3338942,30.76931226
勇敢公园,勇敢村民委员会南面,金山区,121.1912945,30.79899228
山阳市民广场,杭州湾大道与龙航路交叉口南120米,金山区,121.3338602,30.75945056
新城公园,山阳镇龙航路海芙路,金山区,121.3368964,30.76013953
飞虹公园,老卫清路与飞虹村路交叉口西北150米,金山区,121.3122805,30.72755912
上海动物园,虹桥路2381号,长宁区,121.3583966,31.19516064
新虹桥中心花园,伊犁路97号(伊犁路地铁站4号口步行50米),长宁区,121.4001424,31.20208863
华山儿童公园,华山路1575号(交通大学地铁站6号口步行160米),长宁区,121.430054,31.20600489
临空滑板公园,云岭西路与香樟路交叉口西南240米,长宁区,121.3537257,31.23183511
天原公园,水城路735号,长宁区,121.3862603,31.21474622
哈密公园,新渔路与蒲淞南路交叉口南120米,长宁区,121.3693722,31.21542965
临空音乐公园,临华路与协和路交叉口北,长宁区,121.3465399,31.23947039
中山公园横丁,长宁路969号兆丰广场地下一层,长宁区,121.4145304,31.21986325
水霞公园,仙霞路505号,长宁区,121.3856871,31.20875439
中山公园-米兰广场,长宁路820号米兰广场(中山公园地铁站4号口旁),长宁区,121.41534,31.22144612
中山公园,长宁路780号,长宁区,121.414402,31.22346245
虹桥河滨公园,长宁路2080号(锦屏路口),长宁区,121.3960196,31.22142728
梦核公园,江苏北路与万航渡路交叉口东20米,长宁区,121.4194266,31.23006868
长宁虹桥体育公园,绥宁路820号,长宁区,121.3414,31.22317096
天山公园,延安西路1731号(近凯旋路),长宁区,121.4112094,31.21200874
新泾公园,天山西路455号(近淞虹路),长宁区,121.3574671,31.21894148
虹桥公园,遵义路101号(紫云西路口),长宁区,121.400928,31.20795887
梅陇好人公园,上中西路788号,闵行区,121.4112802,31.13351587
航华公园,航新路600号,闵行区,121.3430925,31.17617099
古美中环运动公园,虹梅路与古龙路交叉口,闵行区,121.4025182,31.15238925
古美体育公园,古龙路11号,闵行区,121.4019039,31.15362248
星乐公园,通海路318号附近,闵行区,121.4681341,31.03932208
法制宣传主题公园,莘谭路闵行区实验小学(莘松校区)南侧约70米,闵行区,121.3667859,31.110383
华翔绿地公园,申昆路291号,闵行区,121.3238832,31.17448075
古美人口文化公园,平南路与莲花路交叉口西南角,闵行区,121.3903657,31.15368824
滑板公园,红松东路620号体汇名都体育公园,闵行区,121.3945324,31.19083827
体汇+名都体育公园,虹桥镇红松东路620号,闵行区,121.3942254,31.19123212
颛桥公园,颛盛路525号,闵行区,121.386943,31.06359526
锦梅公园,春申路1960号,闵行区,121.4165816,31.11401932
上海浦江郊野公园,浦星公路2578弄8号,闵行区,121.491851,31.05992848
虹溪公园,莲花路附近(近海通证券),闵行区,121.3815167,31.17698662
食艺公园,虹井路107号(龙柏新村地铁站3号口步行400米),闵行区,121.3666175,31.17508878
莲心公园,春都路与都庄路交叉口东80米,闵行区,121.4130088,31.08445607
叠翠园,莘朱路与老宅里路交叉口西北100米,闵行区,121.4048928,31.11962446
集心公园,梅陇镇梅富路,闵行区,121.408867,31.11694954
碳路者公园,华西路500号,闵行区,121.361352,31.06524839
闵行文化公园,吴中路2019号(航中路地铁站3号口步行310米),闵行区,121.3559194,31.16663073
凹凸滑板公园,新龙路1285号(中春路地铁站1号口步行280米),闵行区,121.3332118,31.1541145
闵行体育公园,新镇路456号,闵行区,121.3662576,31.14506485
马桥古文化遗址公园,北松公路888号,闵行区,121.3866325,31.03656004
七莘路绿地口袋公园,七莘路东侧淀浦河北侧,闵行区,121.3662623,31.12547737
闵行科技幼儿园口袋公园,龙茗路513弄街坊道路上,闵行区,121.3819824,31.13120933
颛联休闲公园,沪闵公路与联农路交叉口东北80米,闵行区,121.398404,31.06639915
永联文化生态公园,景洪路与景联路交叉口北100米,闵行区,121.4383288,31.10288609
梅陇镇法治口袋公园,龙吴路与联曹路交叉口西北140米,闵行区,121.4495624,31.10113926
吴泾公园,剑川路2号,闵行区,121.4730112,31.04886393
THE PARK卡丁公园,吴中路1588号爱琴海购物中心下沉式广场(B1层),闵行区,121.3679096,31.17594781
田园,梅州路445号,闵行区,121.3906382,31.08908336
闵行体育文化休闲广场,新镇路456号闵行体育公园,闵行区,121.3666302,31.14377408
平阳双拥公园,古美路,闵行区,121.3826784,31.1363721
古美科普公园,古美路,闵行区,121.4008566,31.14337073
口袋公园,古美路街道古美八村,闵行区,121.4005977,31.14126282
和园广场,江川路街道香樟时尚广场沪闵路269号香樟广场和园广场,闵行区,121.4182994,31.01024622
闵行公园,沪闵路249号(江川路口)(江川路地铁站1号口旁),闵行区,121.4200173,31.01054569
川上美集滨江文创公园,江川路街道,闵行区,121.4181632,30.99876087
闵行滨江公园,江川路街道浦江路170号,闵行区,121.4209183,31.0003786
浦江第一湾公园,紫星路,闵行区,121.4681882,31.01663848
休闲公园,澄江路与景洪路交叉口东南280米,闵行区,121.4430981,31.08230649
华漕公园,华美路93号,闵行区,121.3285455,31.22165761
古美公园,平吉路799号(顾戴路地铁站4号口步行270米),闵行区,121.3885603,31.14379711
黎安公园,秀文路118号,闵行区,121.3754633,31.1316612
林荫广场,纪高路600号纪王公园,闵行区,121.2641668,31.24009927
纪王公园,纪高路598-600号,闵行区,121.2644735,31.24011805
春申公园,虹梅南路1528弄68号,闵行区,121.4241472,31.12053041
力波公园,虹梅南路益梅路转角,闵行区,121.4110709,31.13514587
梅陇生态公园,莘朱路888号,闵行区,121.3993525,31.11873987
宜嘉园·浦江沪谚文化公园,浦连路651号,闵行区,121.5308957,31.05315953
G60高速防护林口袋公园,沪闵公路与莘建路交叉口东北角,闵行区,121.3758406,31.1114359
红园,江川路354号(近红园路),闵行区,121.4095491,31.00552466
闵行生态公园,东川路3333号闵行开发区生态公园西洋园·企业园,闵行区,121.3706712,31.00056467
闵行市民文化广场,高兴路与莲花南路交叉口西80米,闵行区,121.4015731,31.11629347
梅陇廉洁文化公园,上中西路1250号,闵行区,121.4045966,31.13255235
Realpark king sports体育公园,梅州路56号,闵行区,121.3998448,31.09317007
梅陇南方公园,闵虹路与万源路交叉口西南240米,闵行区,121.3930379,31.13112256
亚马逊公园萌宠乐园,都市路5001号5楼,闵行区,121.3821372,31.10878748
莘庄南广场公园,珠城路与名都路交叉口西南100米,闵行区,121.3832845,31.10683383
闵行开发区生态公园西洋园·企业园,东川路3333号,闵行区,121.3706692,31.00060265
莘城中央公园,闵城路180号(近珠城路),闵行区,121.3821114,31.10698949
梅陇生态公园,梅陇镇得翠园绿地停车场以北,闵行区,121.3987916,31.11777936
市民文化广场,景谷路与金平路交叉口东南80米,闵行区,121.4050418,31.0166522
古藤园,江川路街道临沧路148号(东川路江川路间),闵行区,121.382364,31.00492397
莘庄公园,莘浜路421号,闵行区,121.3680147,31.10393012
五福广场,莘浜路421号莘庄公园(西南角),闵行区,121.3665928,31.10316023
银杏公园,东川路与金平路交叉口西南角(金平路地铁站1号口步行110米),闵行区,121.4065388,31.01274703
嘉和公园,梅陇西路666号(莲花路地铁站5号口步行460米),闵行区,121.3982737,31.12782587
外环高速绿地口袋公园,S20外环高速与淀浦河西侧,闵行区,121.3782408,31.1283826
诸翟公园-闵行市民文化广场,运乐路188号诸翟公园(东南角),闵行区,121.2829014,31.21049005
五星体育公园,航中路与吴中路交叉口北60米(航中路地铁站2号口旁),闵行区,121.3511191,31.16870018
鑫都路水文化公园,莘庄工业区鑫都路2430号附近,闵行区,121.3942508,31.06011901
法治文化主题公园,申长路与迁虹路交叉口西60米,闵行区,121.3074259,31.21359942
嘉丽苑广场,新龙路汇宝购物广场北侧约100米,闵行区,121.3448254,31.15930464
嘭嘭体育公园(暂停开放),漕宝路3366号七宝万科广场六层,闵行区,121.3462337,31.15698042
博君生活休闲广场,中春路6785号,闵行区,121.3449432,31.1357659
万泰中心广场,七宝镇七莘路2299弄万泰花园127号楼,闵行区,121.3510274,31.1441102
七宝老街-蒲溪广场,七宝老街,闵行区,121.3489575,31.1541493
年轮公园,天山西路与申滨路交叉口西100米,闵行区,121.3019186,31.21393506
光明乳业华东中心广场,紫东路489号光明乳业华东中心广场,闵行区,121.3457849,31.01483796
七宝老街-钟楼广场,青年路,闵行区,121.3489803,31.15609724
马桥科普文化广场,东新街2弄5号,闵行区,121.3655945,31.03043301
市民广场,吴中路2019号闵行文化公园(南侧),闵行区,121.3574472,31.16120326
川源公园,永平路251号,闵行区,121.4269942,31.0190707
闵行区民法典主题公园,市民文化广场,闵行区,121.4919516,31.08096878
七宝老街-闵行市民文化广场,七宝老街南大街9号七宝茶馆内,闵行区,121.3490143,31.15570139
莘聚场口袋公园,莘建路北侧,闵行区,121.3693047,31.10684203
严家湾休闲广场,华漕镇赵家村严家湾14号,闵行区,121.2455262,31.2569945
莘庄梅园,莘庄立交与S4沪金高速交汇处南200米路东,闵行区,121.3882397,31.11750644
马桥公园,富岩路298弄15号,闵行区,121.3653167,31.03310679
过遇园·3D打印艺术景观公园,申兰路1420号,闵行区,121.3174343,31.20431122
西环路绿地口袋公园,中春路与疏影路交叉路,闵行区,121.3568168,31.12085372
丰泰体育公园,联恒路1002号联恒路顾家堰路路口东20米顺丰丰泰C栋三层,闵行区,121.5346119,31.0881177
君莲剪纸公园,春都路闵行区颛桥社区卫生服务中心君莲分中心西北侧约230米,闵行区,121.4110935,31.08306763
魔幻体育公园,北华路120号,闵行区,121.3265782,31.23035431
诸翟公园,运乐路188号,闵行区,121.2824521,31.21087545
许浦公园,华漕镇许浦村四队,闵行区,121.3344694,31.23039631
春申湖广场,黎安路188号,闵行区,121.3600665,31.12907755
江玮公园,浦江镇江玮路269号,闵行区,121.5290302,31.06211167
旗忠公园,光华路2450号,闵行区,121.3452251,31.06010459
闵行市民文化广场,西新街东新街2弄小区,闵行区,121.3658102,31.02996402
北极星市民广场,盈清路188号北极星广场,青浦区,121.0887634,31.14262894
芦花广场,海盈路与港俞路交叉口东北260米,青浦区,121.1011979,31.14621472
港隆休闲广场,盈港路453号,青浦区,121.1097701,31.16083731
杨家庄健身广场,沈泾塘路与凤联路交叉口南200米,青浦区,121.2002466,31.18002223
上海朱家角古镇旅游区-银杏树广场,美周路,青浦区,121.0511446,31.11074595
新木桥村文化广场,新凤南路233弄72号,青浦区,121.2317543,31.20389472
佘山国家森林公园,崧泉路1026-1号,青浦区,121.1522222,31.15719852
太浦河白渔荡湿地,莲龚路西侧,青浦区,120.9685996,31.02324702
悦·北新党建文化广场,凤星路与新凤中路交叉口东北420米,青浦区,121.2291714,31.20929068
朱家角镇市民广场体育公园(暂停开放),浦祥路与珠扬路交叉口东北150米,青浦区,121.0404461,31.1086841
朱家角市民广场,沙家埭路与珠溪路交叉口西240米,青浦区,121.042026,31.10573822
东方绿舟-未来广场,沪青平公路6888号东方绿舟(东北角),青浦区,121.0106924,31.11220611
国博园中央文化广场,虹桥世界手工艺产业博览园(诸光路36号、66号),青浦区,121.3159224,31.16213133
国家会展中心(上海)南广场,盈港东路166号附近,青浦区,121.2998081,31.18842318
火星村党建广场,凤溪塘路g15号,青浦区,121.2495112,31.22305459
白鹤健康广场,建屯路169号正东方向70米,青浦区,121.078955,31.25899349
北城广场,乐高路与崧泽大道交叉口南50米,青浦区,121.2361141,31.17736577
香雪公园,老朱青路280号对面,青浦区,121.1035809,31.14145014
福泉山广场,福泉山路658号,青浦区,121.1729039,31.20214624
赵巷镇健康广场,赵中路赵巷影剧院,青浦区,121.1911105,31.15229112
东方绿舟景区-湖滨广场,银杏北路与湖滨大道交叉口西280米,青浦区,120.9979387,31.10464771
练塘健康广场,练塘镇文化路128号,青浦区,121.0390015,31.011638
蟠龙天地喷泉广场,蟠鼎路123弄8号,青浦区,121.2721983,31.19080999
太阳岛迎宾广场,沈太路2588号,青浦区,121.086112,31.0353768
五茸口袋公园(建设中),崧建路上海师范大学附属青浦实验学校东侧,青浦区,121.1911181,31.2042508
火星村小广场,火星村157号,青浦区,121.2529438,31.21251481
国家会展中心-圆形瀑布广场,崧泽大道333号国家会展中心,青浦区,121.2973149,31.19171972
国家会展中心中心广场,崧泽大道333号国家会展中心(上海),青浦区,121.2973548,31.19170167
蟠龙天地戏台广场,蟠鼎路123弄8号,青浦区,121.2701158,31.19136369
梦谷体育公园,华徐公路与徐祥路交叉口北160米,青浦区,121.262049,31.20019657
民惠法治文化广场,新胜路155号,青浦区,121.0966786,31.21381654
申源口袋公园,陈华江路与福滨路交叉口东南角,青浦区,121.1818125,31.19342392
赵巷体育公园,业文路北侧,青浦区,121.2231663,31.12650602
赵巷公园,镇泽路与巷崧路交叉口南220米,青浦区,121.1935421,31.15963628
苏宁公园,公园路458号凯特利广场,青浦区,121.1125669,31.15073462
青浦春暖绿地公园,崧润路,青浦区,121.1555523,31.1502482
华新镇党建广场,新凤中路博隆虹桥商业广场西南侧约290米,青浦区,121.222071,31.23740833
音乐公园,庙前街21号,青浦区,121.1083183,31.14923446
华益村徐介广场,华益路与华纪路交叉口西北220米,青浦区,121.2312025,31.25743362
梅香公园,漕盈路与漕俞路交叉口西南80米,青浦区,121.0897135,31.16083318
青西郊野公园,紫莲路500号,青浦区,120.9920374,31.07063785
沁园湖绿地广场,清河湾路819弄71西北方向160米,青浦区,121.0928995,31.17297158
申源广场,陈华江路与福滨路交叉口西160米,青浦区,121.1832442,31.19364638
沁园湖公园,清河湾路与盈顺路交叉口西120米,青浦区,121.0937243,31.17368021
长岛公园,胜利路,青浦区,121.0976077,31.16622837
云朵公园,北淀浦河路与浦仓路交叉口西南120米,青浦区,121.1163486,31.14365956
如心公园,港俞路以东海盈路以南,青浦区,121.0993086,31.14516675
上善广场,城中北路与盈秀路交叉口南340米,青浦区,121.1088582,31.16533939
环城水系公园,城中北路东100米,青浦区,121.1089813,31.16550038
福寿园新四军广场,外青松公路7270弄600号,青浦区,121.1304207,31.11353397
上海人文纪念公园,外青松公路7270号,青浦区,121.1300172,31.11240505
淀山湖大道公园,淀山湖大道与中字河路交叉口东北120米,青浦区,121.0532041,31.13201261
健康主题公园,京华路,青浦区,121.2737442,31.16999297
爱多邦公园,崧淀二路与青湖东路交叉路口往东南约50米,青浦区,121.1513754,31.14677949
口袋公园,建新村,青浦区,121.0959435,31.06425496
淀山湖栾树林公园,港周路,青浦区,121.0630235,31.13197716
华新公园,华新镇华富街666号(近新府北路),青浦区,121.2243472,31.24471685
青溪园,淀浦河南侧青松路西侧至柘泽塘,青浦区,121.1111266,31.14230001
北箐园,华科路400号,青浦区,121.1293533,31.15840948
崧泽广场,吉富绅花园1688弄8号楼401室,青浦区,121.131075,31.15513452
虹泾鑫汇园网络安全公园,徐泾镇虹泾鑫汇园,青浦区,121.2385428,31.1765599
南箐园,区华青南路100号,青浦区,121.131772,31.14364655
河泾公园,重固镇福定路南段,青浦区,121.1831063,31.20090056
上海市小滨江广场,上海市青浦区白鹤镇白虬江路附近,青浦区,121.1285387,31.27994105
金泽镇健康主题公园,金溪路与金中路交叉口西160米,青浦区,120.9163823,31.03870509
凤溪公园,凤溪镇,青浦区,121.2226239,31.20768579
青浦仁恒生活广场,华青南路177弄,青浦区,121.128172,31.1436567
华隆公园,华新镇华隆路与新凤中路交叉路口往东约150米,青浦区,121.225572,31.22201923
重固体育公园,福定路,青浦区,121.1847111,31.20449366
尚茂海棠园公园,徐乐路1976号,青浦区,121.2419158,31.1807634
泗沙林地公园,明珠家园旁,青浦区,121.2507539,31.19779752
曲水园,公园路612号(近青安路),青浦区,121.1094668,31.15089032
重固镇农民公园,福泉山路与泉中路交叉口北200米,青浦区,121.179472,31.20395651
吴淞滨江公园,白虬江路与漕青路交叉口东380米,青浦区,121.1322721,31.27888256
小蒸公园,三官桥路与贞溪北路交叉口东40米,青浦区,121.0742862,30.98901719
重固文心公园,福泉山东路与联茂路交叉口,青浦区,121.1876239,31.20146623
静安公园-静安寺广场,南京西路1661号(静安寺地铁站15号口步行210米),静安区,121.4413168,31.22433784
静安公园,华山路189号(静安寺地铁站2号口步行110米),静安区,121.442286,31.22389389
中兴公园,中华新路396号(中兴路地铁站1号口步行290米),静安区,121.4653887,31.25663318
大宁公园,广中西路288号(近共和新路),静安区,121.438486,31.27762799
彭浦四季公园.秋园,长临路396号,静安区,121.4303907,31.31954134
岭南公园-圆舞小广场,岭南公园(汾西路北),静安区,121.4520264,31.31566922
东茭泾公园,彭浦新村街道临汾路1633号,静安区,121.4314343,31.31120402
辅德里公园,老成都北路7弄之20-44号,静安区,121.4620951,31.2267172
岭南公园-中轴广场,汾西路600号,静安区,121.4517747,31.3160885
大宁郁金香公园拳操广场,宜川路大宁郁金香公园,静安区,121.4340131,31.27582021
三泉公园,保德路1200号(共和新路口),静安区,121.4424463,31.31733953
静安区双拥公园,国庆路与晋元路交叉口西南120米,静安区,121.4646557,31.24183586
大宁四方公园,彭江路与广延路交口,静安区,121.4509148,31.28912215
永和公园,原平路702号,静安区,121.4278779,31.29216048
不夜城公园,华盛路213号(汉中路地铁站2号口步行350米),静安区,121.4564768,31.24653322
静安中环公园,共和新路3050号(汶水路地铁站4号口旁),静安区,121.4453972,31.29474314
彭浦公园,场中路2150号(近共和新路),静安区,121.442794,31.30645136
西康公园,西康路255-1号,静安区,121.4452403,31.23201893
交通公园,新马路262号,静安区,121.4628876,31.24939287
闸北公园,共和新路1555号(近洛川东路),静安区,121.4554045,31.27244137
口袋公园,陕西北路北京西路口,静安区,121.4481936,31.23180517
彭浦四季公园,临汾路1568号,静安区,121.4311173,31.31593175
静安雕塑公园,石门二路128号(近北京西路)(自然博物馆地铁站1号口旁),静安区,121.4593169,31.23673359
大宁公园罗马广场,广中西路288号,静安区,121.4360311,31.2758395
人民公园,南京西路231号,黄浦区,121.4685899,31.23407487
广场公园(音乐广场地块),延安东路523号,黄浦区,121.4733018,31.22896021
上海人民广场,人民大道185号,黄浦区,121.4706459,31.23076301
广场公园-长桥碧水,延安东路延中广场公园(东北角),黄浦区,121.4682975,31.22725025
广场公园(音乐广场地块)-停车场,金陵中路凯迪拉克上海音乐厅(大世界地铁站3号口步行140米),黄浦区,121.4738176,31.22852685
广场公园,金陵中路与黄陂南路交叉口,黄浦区,121.4671951,31.22643167
淮海公园,太仓路56号,黄浦区,121.4730543,31.22501036
广场公园黄浦段,延安东路与延安东路立交桥交叉口北100米,黄浦区,121.4634142,31.22653368
太平桥公园,自忠路170号(一大会址·新天地地铁站1号口步行490米),黄浦区,121.4723744,31.22162706
蓬莱公园,南车站路350号,黄浦区,121.4870412,31.20810387
活水公园,南车站路564号,黄浦区,121.489687,31.20438955
九子公园,成都北路1018号,黄浦区,121.4594889,31.24243142
商船会馆公园,会馆街38号,黄浦区,121.4999871,31.21498229
丽园公园,丽园路565号,黄浦区,121.4743219,31.20928939
延中广场公园春之园,巨鹿路与瑞金一路交叉口东北角,黄浦区,121.4605837,31.22514311
延中公园,巨鹿路成都南路口,黄浦区,121.4625076,31.22437136
复兴公园,复兴中路516号,黄浦区,121.4645784,31.21891629
药草园,延中广场公园春之园内(东侧),黄浦区,121.4626359,31.22524627
